"","FIPSCode","total_votes_2016","transmitted","mail_ballots_submitted","mail_ballots_counted","JurisdictionName","rejected","State","pr2","pr3","jurisdiction","unemp_pop_16plus_percentage","below_pov_past12_percentage","households","median_household_income","total_pop","pop_16","white_count","white_percentage","nonwhite_count","nonwhite_percentage","hispanic_count","hispanic_percentage","black_count","black_percentage","native_count","native_percentage","asian_count","asian_percentage","pac_count","pac_percentage","voting_age"
"3058",48129,1465,61,58,58,"DONLEY COUNTY",0,"TX",0.950819672131147,0,"Donley County, Texas","55.2","9.6","1290","43224",3387,2757.018,2749,81.2,638,18.8,373,11,166,4.9,13,0.4,14,0.4,0,0,2701
"3059",48131,4168,986,807,798,"DUVAL COUNTY",9,"TX",0.818458417849899,0.0111524163568773,"Duval County, Texas","52.6","21.6","3511","37382",11355,8663.865,1028,9.1,10327,90.9,10135,89.3,191,1.7,0,0,0,0,0,0,8393
"3060",48133,6963,667,643,643,"EASTLAND COUNTY",0,"TX",0.964017991004498,0,"Eastland County, Texas","46.2","15.4","6460","35325",18270,14926.59,14532,79.5,3738,20.5,2963,16.2,550,3,71,0.4,119,0.7,0,0,14529
"3061",48135,36530,1950,1738,32,"ECTOR COUNTY",1706,"TX",0.891282051282051,0.981588032220944,"Ector County, Texas","68.3","9.2","51954","60676",158342,115589.66,52830,33.4,105512,66.6,94453,59.7,6704,4.2,339,0.2,1692,1.1,50,0,110748
"3062",48137,1073,102,95,95,"EDWARDS COUNTY",0,"TX",0.931372549019608,0,"Edwards County, Texas","54.1","4","686","40313",2055,1740.585,859,41.8,1196,58.2,1194,58.1,0,0,1,0,0,0,0,0,1708
"3063",48139,214008,2358,2124,2086,"ELLIS COUNTY",38,"TX",0.900763358778626,0.0178907721280603,"Ellis County, Texas","66.2","7","55840","72213",168838,128485.718,104141,61.7,64697,38.3,43737,25.9,15820,9.4,336,0.2,1104,0.7,46,0,123325
"3064",48141,63673,9766,8037,7851,"EL PASO COUNTY",186,"TX",0.82295719844358,0.0231429637924599,"El Paso County, Texas","61.8","18.1","265724","44597",837654,631591.116,102112,12.2,735542,87.8,690189,82.4,25430,3,2213,0.3,9163,1.1,1022,0.1,605179
"3065",48143,13893,950,905,900,"ERATH COUNTY",5,"TX",0.952631578947368,0.00552486187845304,"Erath County, Texas","60.1","10.7","13961","48819",41482,33766.348,31082,74.9,10400,25.1,8671,20.9,674,1.6,213,0.5,312,0.8,21,0.1,32738
"3066",48145,5248,N/A,N/A,N/A,"FALLS COUNTY",N/A,"TX",N/A,N/A,"Falls County, Texas","44.1","21.8","5237","38032",17299,14046.788,8878,51.3,8421,48.7,3987,23,4153,24,57,0.3,73,0.4,7,0,13622
"3067",48147,12044,809,809,802,"FANNIN COUNTY",7,"TX",1,0.00865265760197775,"Fannin County, Texas","50.9","9","12231","50761",34175,27750.1,27018,79.1,7157,20.9,3752,11,2133,6.2,169,0.5,242,0.7,13,0,26931
"3068",48149,11174,709,654,654,"FAYETTE COUNTY",0,"TX",0.922425952045134,0,"Fayette County, Texas","55.6","5.8","9067","56297",25066,20503.988,17917,71.5,7149,28.5,5212,20.8,1592,6.4,13,0.1,119,0.5,0,0,19860
"3069",48151,1729,0,0,0,"FISHER COUNTY",0,"TX",N/A,N/A,"Fisher County, Texas","57.4","12.3","1649","46827",3883,3187.943,2492,64.2,1391,35.8,1185,30.5,114,2.9,0,0,23,0.6,5,0.1,3076
"3070",48153,1959,164,148,146,"FLOYD COUNTY",2,"TX",0.902439024390244,0.0135135135135135,"Floyd County, Texas","57.5","15.1","2328","48555",5872,4456.848,2184,37.2,3688,62.8,3429,58.4,164,2.8,8,0.1,10,0.2,0,0,4293
"3071",48155,513,4,4,4,"FOARD COUNTY",0,"TX",1,0,"Foard County, Texas","59.8","7.1","557","46354",1408,1193.984,1095,77.8,313,22.2,288,20.5,25,1.8,0,0,0,0,0,0,1146
"3072",48157,262066,14330,12479,12087,"FORT BEND COUNTY",392,"TX",0.870830425680391,0.0314127734594118,"Fort Bend County, Texas","66.9","6.2","230381","95561",739342,557463.868,249314,33.7,490028,66.3,179653,24.3,149334,20.2,1652,0.2,146020,19.7,141,0,533858
"3073",48159,4380,257,240,240,"FRANKLIN COUNTY",0,"TX",0.933852140077821,0,"Franklin County, Texas","59.5","5.2","3806","52944",10679,8457.768,8460,79.2,2219,20.8,1515,14.2,408,3.8,22,0.2,5,0,8,0.1,8076
"3074",48161,7684,603,505,N/A,"FREESTONE COUNTY",N/A,"TX",0.837479270315091,N/A,"Freestone County, Texas","49","12.6","6865","48731",19709,15767.2,13225,67.1,6484,32.9,2984,15.1,3103,15.7,12,0.1,113,0.6,0,0,15163
"3075",48163,4400,804,550,525,"FRIO COUNTY",25,"TX",0.68407960199005,0.0454545454545455,"Frio County, Texas","46.8","17.4","4624","42476",19394,15437.624,3035,15.6,16359,84.4,15279,78.8,757,3.9,9,0,172,0.9,0,0,14775
"3076",48165,4620,156,138,137,"GAINES COUNTY",1,"TX",0.884615384615385,0.0072463768115942,"Gaines County, Texas","64","10.8","5737","59032",20321,13574.428,11299,55.6,9022,44.4,8375,41.2,391,1.9,93,0.5,95,0.5,13,0.1,13037
"3077",48167,122903,9221,7925,7647,"GALVESTON COUNTY",278,"TX",0.859451252575643,0.0350788643533123,"Galveston County, Texas","64","9.9","119181","69369",327089,256110.687,188666,57.7,138423,42.3,79406,24.3,40398,12.4,747,0.2,10621,3.2,203,0.1,246824
"3078",48169,1484,90,84,84,"GARZA COUNTY",0,"TX",0.933333333333333,0,"Garza County, Texas","40.5","11.5","1628","55039",6288,5439.12,2562,40.7,3726,59.3,3272,52,267,4.2,23,0.4,137,2.2,0,0,5237
"3079",48171,13214,1332,1260,1254,"GILLESPIE COUNTY",6,"TX",0.945945945945946,0.00476190476190476,"Gillespie County, Texas","57.5","9.1","10717","58325",26208,21674.016,19653,75,6555,25,6006,22.9,19,0.1,7,0,42,0.2,0,0,21002
"3080",48173,604,46,43,43,"GLASSCOCK COUNTY",0,"TX",0.934782608695652,0,"Glasscock County, Texas","61.4","7.4","432","75833",1430,1129.7,804,56.2,626,43.8,626,43.8,0,0,0,0,0,0,0,0,1092
"3081",48175,3708,171,151,151,"GOLIAD COUNTY",0,"TX",0.883040935672515,0,"Goliad County, Texas","53.5","10.7","2681","60492",7531,6130.234,4396,58.4,3135,41.6,2699,35.8,372,4.9,0,0,43,0.6,0,0,5915
"3082",48177,6334,N/A,N/A,N/A,"GONZALES COUNTY",N/A,"TX",N/A,N/A,"Gonzales County, Texas","60.8","11.8","7214","53006",20667,15624.252,8667,41.9,12000,58.1,10436,50.5,1356,6.6,17,0.1,52,0.3,4,0,15079
"3083",48179,7405,640,600,N/A,"GRAY COUNTY",N/A,"TX",0.9375,N/A,"Gray County, Texas","56.7","12.5","8000","47170",22685,17422.08,14504,63.9,8181,36.1,6465,28.5,1007,4.4,181,0.8,153,0.7,19,0.1,16865
"3084",48181,47416,2530,2362,2352,"GRAYSON COUNTY",10,"TX",0.933596837944664,0.00423370025402202,"Grayson County, Texas","61.9","10.6","47957","54370",128560,101305.28,97457,75.8,31103,24.2,16817,13.1,6842,5.3,1534,1.2,1805,1.4,66,0.1,97983
"3085",48183,41749,4088,3384,3034,"GREGG COUNTY",350,"TX",0.827788649706458,0.103427895981087,"Gregg County, Texas","61.5","13.9","45532","49287",123494,94966.886,71387,57.8,52107,42.2,22916,18.6,24767,20.1,377,0.3,1641,1.3,121,0.1,91512
"3086",48185,9533,750,643,643,"GRIMES COUNTY",0,"TX",0.857333333333333,0,"Grimes County, Texas","50.3","13.4","8793","50298",27630,22048.74,16163,58.5,11467,41.5,6616,23.9,4165,15.1,90,0.3,45,0.2,0,0,21410
"3087",48187,57822,2276,2029,1986,"GUADALUPE COUNTY",43,"TX",0.891476274165202,0.0211927057663874,"Guadalupe County, Texas","63.7","6.6","53107","70931",155137,119765.764,78655,50.7,76482,49.3,58462,37.7,11140,7.2,274,0.2,2578,1.7,246,0.2,115260
"3088",48189,8858,751,669,643,"HALE COUNTY",26,"TX",0.890812250332889,0.038863976083707,"Hale County, Texas","59","14.4","11146","47080",34113,25687.089,11669,34.2,22444,65.8,20153,59.1,1486,4.4,10,0,104,0.3,7,0,24755
"3089",48191,1091,N/A,N/A,N/A,"HALL COUNTY",N/A,"TX",N/A,N/A,"Hall County, Texas","56.5","20.9","1301","32921",3074,2446.904,1729,56.2,1345,43.8,1057,34.4,239,7.8,3,0.1,9,0.3,0,0,2360
"3090",48193,3620,256,239,239,"HAMILTON COUNTY",0,"TX",0.93359375,0,"Hamilton County, Texas","54","11.8","3108","47500",8269,6730.966,7004,84.7,1265,15.3,1019,12.3,42,0.5,62,0.7,24,0.3,0,0,6562
"3091",48195,1947,N/A,N/A,N/A,"HANSFORD COUNTY",N/A,"TX",N/A,N/A,"Hansford County, Texas","58.3","15","1855","39229",5547,4126.968,2911,52.5,2636,47.5,2618,47.2,3,0.1,4,0.1,0,0,0,0,3914
"3092",48197,1513,120,111,0,"HARDEMAN COUNTY",111,"TX",0.925,1,"Hardeman County, Texas","57.9","8.7","1519","42238",3952,3118.128,2693,68.1,1259,31.9,851,21.5,271,6.9,41,1,0,0,0,0,3037
"3093",48199,22780,978,843,N/A,"HARDIN COUNTY",N/A,"TX",0.861963190184049,N/A,"Hardin County, Texas","56","9.8","20385","59105",56379,43975.62,48896,86.7,7483,13.3,3142,5.6,3169,5.6,110,0.2,326,0.6,0,0,42386
"3094",48201,1312112,104856,95291,94196,"HARRIS COUNTY",1095,"TX",0.908779659723812,0.0114911166846817,"Harris County, Texas","67.8","13.4","1583486","60146",4602523,3493314.957,1384032,30.1,3218491,69.9,1958963,42.6,855008,18.6,8147,0.2,317911,6.9,2456,0.1,3362147
"3095",48203,26548,1541,1334,1277,"HARRISON COUNTY",57,"TX",0.865671641791045,0.0427286356821589,"Harrison County, Texas","58.1","11.7","23217","51202",66645,51649.875,42414,63.6,24231,36.4,8627,12.9,14084,21.1,188,0.3,489,0.7,15,0,49597
"3096",48205,1952,114,104,104,"HARTLEY COUNTY",0,"TX",0.912280701754386,0,"Hartley County, Texas","43.6","4.9","1681","59280",5767,4665.503,3390,58.8,2377,41.2,1524,26.4,492,8.5,2,0,85,1.5,0,0,4517
"3097",48207,1770,103,94,94,"HASKELL COUNTY",0,"TX",0.912621359223301,0,"Haskell County, Texas","51.9","17","2125","46013",5809,4862.133,3758,64.7,2051,35.3,1665,28.7,192,3.3,33,0.6,44,0.8,0,0,4691
"3098",48209,72164,5883,4601,4544,"HAYS COUNTY",57,"TX",0.782083970763216,0.0123886111714845,"Hays County, Texas","67.9","8.3","70881","65935",204150,161686.8,111288,54.5,92862,45.5,78334,38.4,7421,3.6,416,0.2,2806,1.4,78,0,156653
"3099",48211,1695,105,98,98,"HEMPHILL COUNTY",0,"TX",0.933333333333333,0,"Hemphill County, Texas","69.2","10.8","1323","63778",4061,2927.981,2502,61.6,1559,38.4,1455,35.8,34,0.8,15,0.4,24,0.6,0,0,2759
"3100",48213,30045,2568,2307,2268,"HENDERSON COUNTY",39,"TX",0.898364485981308,0.0169050715214564,"Henderson County, Texas","51.1","12.4","30885","45798",80460,65172.6,63153,78.5,17307,21.5,10072,12.5,5080,6.3,568,0.7,530,0.7,37,0,62976
"3101",48215,173437,0,7801,7618,"HIDALGO COUNTY",183,"TX",N/A,0.0234585309575695,"Hidalgo County, Texas","58.2","27.5","234879","38398",849389,597969.856,54299,6.4,795090,93.6,781681,92,3619,0.4,614,0.1,7779,0.9,118,0,566969
"3102",48217,12970,933,803,797,"HILL COUNTY",6,"TX",0.860664523043944,0.0074719800747198,"Hill County, Texas","57.4","11.5","12769","48823",35399,28106.806,25039,70.7,10360,29.3,7247,20.5,2279,6.4,115,0.3,120,0.3,65,0.2,27100
"3103",48219,7311,278,256,256,"HOCKLEY COUNTY",0,"TX",0.920863309352518,0,"Hockley County, Texas","63","12.4","7946","48116",23162,17718.93,10948,47.3,12214,52.7,10970,47.4,769,3.3,141,0.6,72,0.3,17,0.1,17071
"3104",48221,26262,2398,2144,2115,"HOOD COUNTY",29,"TX",0.894078398665555,0.0135261194029851,"Hood County, Texas","53.5","7.9","21969","59049",56901,46146.711,48047,84.4,8854,15.6,7026,12.3,466,0.8,469,0.8,433,0.8,0,0,44905
"3105",48223,13538,N/A,N/A,N/A,"HOPKINS COUNTY",N/A,"TX",N/A,N/A,"Hopkins County, Texas","59.3","13.5","13405","51877",36240,28158.48,26657,73.6,9583,26.4,6043,16.7,2523,7,44,0.1,243,0.7,42,0.1,27182
"3106",48225,8353,522,434,409,"HOUSTON COUNTY",25,"TX",0.831417624521073,0.0576036866359447,"Houston County, Texas","44.3","17.9","8209","34297",22955,18960.83,14185,61.8,8770,38.2,2511,10.9,5676,24.7,49,0.2,72,0.3,0,0,18474
"3107",48227,8723,715,620,605,"HOWARD COUNTY",15,"TX",0.867132867132867,0.0241935483870968,"Howard County, Texas","53.1","14.3","11036","51528",36667,29516.935,18015,49.1,18652,50.9,15394,42,2027,5.5,259,0.7,299,0.8,10,0,28655
"3108",48229,871,N/A,N/A,N/A,"HUDSPETH COUNTY",N/A,"TX",N/A,N/A,"Hudspeth County, Texas","38.3","28.4","900","29318",4098,3188.244,720,17.6,3378,82.4,3212,78.4,49,1.2,0,0,74,1.8,0,0,3118
"3109",48231,31554,1649,1506,1499,"HUNT COUNTY",7,"TX",0.913280776228017,0.00464807436918991,"Hunt County, Texas","58.6","12.5","32369","51928",92152,72431.472,66540,72.2,25612,27.8,14595,15.8,7297,7.9,952,1,1144,1.2,43,0,70024
"3110",48233,8155,257,240,240,"HUTCHINSON COUNTY",0,"TX",0.933852140077821,0,"Hutchinson County, Texas","57.2","11.8","7191","50651",21571,16717.525,15250,70.7,6321,29.3,4959,23,474,2.2,313,1.5,82,0.4,122,0.6,15974
"3111",48235,766,60,60,60,"IRION COUNTY",0,"TX",1,0,"Irion County, Texas","58.7","8.4","634","54706",1524,1197.864,1086,71.3,438,28.7,374,24.5,54,3.5,0,0,0,0,0,0,1168
"3112",48237,3350,171,162,160,"JACK COUNTY",2,"TX",0.947368421052632,0.0123456790123457,"Jack County, Texas","46.6","11.8","3160","51700",8842,7206.23,6854,77.5,1988,22.5,1465,16.6,415,4.7,23,0.3,12,0.1,0,0,6976
"3113",48239,5302,317,314,311,"JACKSON COUNTY",3,"TX",0.990536277602524,0.00955414012738853,"Jackson County, Texas","60.2","10.4","5237","60276",14820,11396.58,8717,58.8,6103,41.2,4873,32.9,947,6.4,0,0,134,0.9,8,0.1,11024
"3114",48241,13419,558,504,486,"JASPER COUNTY",18,"TX",0.903225806451613,0.0357142857142857,"Jasper County, Texas","51.3","11.9","12583","46088",35504,27941.648,26471,74.6,9033,25.4,2360,6.6,5833,16.4,62,0.2,157,0.4,26,0.1,26912
"3115",48243,1191,90,90,89,"JEFF DAVIS COUNTY",1,"TX",1,0.0111111111111111,"Jeff Davis County, Texas","49.3","1.4","1050","53194",2234,1883.262,1422,63.7,812,36.3,727,32.5,18,0.8,0,0,51,2.3,0,0,1810
"3116",48245,87618,5734,4842,4821,"JEFFERSON COUNTY",21,"TX",0.844436693407743,0.00433705080545229,"Jefferson County, Texas","56","14.6","94002","48463",255210,200850.27,104869,41.1,150341,58.9,51461,20.2,85589,33.5,428,0.2,9401,3.7,114,0,194261
"3117",48247,2119,1248,929,915,"JIM HOGG COUNTY",14,"TX",0.744391025641026,0.0150699677072121,"Jim Hogg County, Texas","52.2","23","1710","32049",5282,3808.322,371,7,4911,93,4890,92.6,2,0,0,0,0,0,0,0,3623
"3118",48249,12379,1223,932,744,"JIM WELLS COUNTY",188,"TX",0.762060506950123,0.201716738197425,"Jim Wells County, Texas","55.5","16.3","13043","42005",41192,30811.616,7432,18,33760,82,33060,80.3,254,0.6,28,0.1,253,0.6,63,0.2,29601
"3119",48251,57606,2558,2314,2268,"JOHNSON COUNTY",46,"TX",0.904612978889758,0.0198789974070873,"Johnson County, Texas","62.3","8","56433","62066",163475,125712.275,119128,72.9,44347,27.1,34048,20.8,4982,3,644,0.4,1400,0.9,607,0.4,120757
"3120",48253,5960,465,437,429,"JONES COUNTY",8,"TX",0.939784946236559,0.0183066361556064,"Jones County, Texas","30.3","9.8","5593","45694",19891,16827.786,10613,53.4,9278,46.6,5447,27.4,2842,14.3,30,0.2,70,0.4,0,0,16394
"3121",48255,4198,579,527,525,"KARNES COUNTY",2,"TX",0.910189982728843,0.00379506641366224,"Karnes County, Texas","45.1","17","4246","52252",15387,12463.47,5645,36.7,9742,63.3,8304,54,1218,7.9,32,0.2,14,0.1,0,0,12129
"3122",48257,41265,1744,1608,1589,"KAUFMAN COUNTY",19,"TX",0.922018348623853,0.01181592039801,"Kaufman County, Texas","66.2","10.3","37364","65390",118910,89420.32,77641,65.3,41269,34.7,24531,20.6,12799,10.8,468,0.4,1410,1.2,46,0,85943
"3123",48259,20120,1346,1180,1160,"KENDALL COUNTY",20,"TX",0.87667161961367,0.0169491525423729,"Kendall County, Texas","61.2","3.3","14159","82390",41982,33291.726,30601,72.9,11381,27.1,9894,23.6,286,0.7,31,0.1,369,0.9,25,0.1,32128
"3124",48261,186,11,8,8,"KENEDY COUNTY",0,"TX",0.727272727272727,0,"Kenedy County, Texas","51.4","6.5","209","36125",595,427.805,72,12.1,523,87.9,522,87.7,0,0,0,0,1,0.2,0,0,428
"3125",48263,434,44,42,42,"KENT COUNTY",0,"TX",0.954545454545455,0,"Kent County, Texas","52.9","9.1","318","45926",749,606.69,613,81.8,136,18.2,122,16.3,8,1.1,6,0.8,0,0,0,0,582
"3126",48265,23297,2710,2428,2417,"KERR COUNTY",11,"TX",0.895940959409594,0.00453047775947282,"Kerr County, Texas","54.3","9.6","20766","52473",51365,42530.22,35484,69.1,15881,30.9,13702,26.7,759,1.5,117,0.2,473,0.9,32,0.1,41366
"3127",48267,1952,144,140,138,"KIMBLE COUNTY",2,"TX",0.972222222222222,0.0142857142857143,"Kimble County, Texas","60.1","12.3","1948","42500",4408,3649.824,3193,72.4,1215,27.6,1114,25.3,1,0,17,0.4,0,0,0,0,3519
"3128",48269,159,0,0,0,"KING COUNTY",0,"TX",N/A,N/A,"King County, Texas","77.2","3.8","91","65125",228,171,190,83.3,38,16.7,38,16.7,0,0,0,0,0,0,0,0,167
"3129",48271,1430,N/A,N/A,N/A,"KINNEY COUNTY",N/A,"TX",N/A,N/A,"Kinney County, Texas","43.3","11.3","1170","31468",3675,3042.9,1375,37.4,2300,62.6,2297,62.5,3,0.1,0,0,0,0,0,0,3020
"3130",48273,9512,663,586,576,"KLEBERG COUNTY",10,"TX",0.883861236802413,0.0170648464163823,"Kleberg County, Texas","60.7","18.5","10946","42021",31425,24731.475,6419,20.4,25006,79.6,22849,72.7,907,2.9,16,0.1,695,2.2,0,0,23705
"3131",48275,1367,N/A,N/A,N/A,"KNOX COUNTY",N/A,"TX",N/A,N/A,"Knox County, Texas","54.2","11.2","1330","46146",3733,2837.08,2191,58.7,1542,41.3,1269,34,213,5.7,4,0.1,5,0.1,0,0,2712
"3132",48277,3995,1637,1508,1485,"LAMAR COUNTY",23,"TX",0.921197312156384,0.0152519893899204,"Lamar County, Texas","57.6","13.6","19313","43562",49532,39031.216,37005,74.7,12527,25.3,3804,7.7,6135,12.4,194,0.4,429,0.9,111,0.2,37741
"3133",48279,8205,324,300,212,"LAMB COUNTY",88,"TX",0.925925925925926,0.293333333333333,"Lamb County, Texas","58.6","19.2","4754","43396",13262,9919.976,5252,39.6,8010,60.4,7325,55.2,442,3.3,33,0.2,72,0.5,0,0,9540
"3134",48281,2059,647,586,N/A,"LAMPASAS COUNTY",N/A,"TX",0.905718701700155,N/A,"Lampasas County, Texas","58.3","7.3","7738","58194",20640,16553.28,14980,72.6,5660,27.4,4025,19.5,903,4.4,25,0.1,208,1,63,0.3,15908
"3135",48283,18611,1,1,1,"LA SALLE COUNTY",0,"TX",1,0,"La Salle County, Texas","48.7","10.4","2216","51792",7409,6045.744,1125,15.2,6284,84.8,6104,82.4,94,1.3,0,0,12,0.2,0,0,5788
"3136",48285,8661,541,517,513,"LAVACA COUNTY",4,"TX",0.955637707948244,0.00773694390715667,"Lavaca County, Texas","59","10.9","7756","53021",19941,15733.449,14734,73.9,5207,26.1,3694,18.5,1255,6.3,9,0,71,0.4,0,0,15221
"3137",48287,6535,335,305,301,"LEE COUNTY",4,"TX",0.91044776119403,0.0131147540983607,"Lee County, Texas","60.2","11.6","6104","55000",16952,13714.168,10773,63.6,6179,36.4,3970,23.4,1889,11.1,0,0,165,1,0,0,13163
"3138",48289,7439,423,413,413,"LEON COUNTY",0,"TX",0.976359338061466,0,"Leon County, Texas","50.7","12.9","6249","44818",17098,13678.4,13048,76.3,4050,23.7,2457,14.4,1174,6.9,85,0.5,136,0.8,52,0.3,13195
"3139",48291,24267,N/A,N/A,N/A,"LIBERTY COUNTY",N/A,"TX",N/A,N/A,"Liberty County, Texas","51","11.2","26203","49850",81862,63197.464,52825,64.5,29037,35.5,19098,23.3,8062,9.8,311,0.4,500,0.6,8,0,60815
"3140",48293,7739,473,415,414,"LIMESTONE COUNTY",1,"TX",0.87737843551797,0.00240963855421687,"Limestone County, Texas","52.3","14.6","8169","42680",23515,18717.94,13816,58.8,9699,41.2,5101,21.7,4058,17.3,90,0.4,177,0.8,63,0.3,18135
"3141",48295,1332,134,127,N/A,"LIPSCOMB COUNTY",N/A,"TX",0.947761194029851,N/A,"Lipscomb County, Texas","65.4","10","1256","57372",3469,2653.785,2252,64.9,1217,35.1,1051,30.3,18,0.5,69,2,9,0.3,0,0,2540
"3142",48297,4302,N/A,N/A,N/A,"LIVE OAK COUNTY",N/A,"TX",N/A,N/A,"Live Oak County, Texas","45.9","10.5","3675","55766",12123,9892.368,6847,56.5,5276,43.5,4782,39.4,336,2.8,0,0,117,1,0,0,9691
"3143",48299,10447,1225,1142,1106,"LLANO COUNTY",36,"TX",0.932244897959184,0.031523642732049,"Llano County, Texas","46.6","7.6","8491","52178",20640,17998.08,17880,86.6,2760,13.4,2113,10.2,26,0.1,28,0.1,82,0.4,0,0,17620
"3144",48301,65,0,0,0,"LOVING COUNTY",0,"TX",N/A,N/A,"Loving County, Texas","46.2","0","33","81875",102,78.03,83,81.4,19,18.6,16,15.7,0,0,3,2.9,0,0,0,0,78
"3145",48303,99013,5390,4759,4740,"LUBBOCK COUNTY",19,"TX",0.882931354359926,0.00399243538558521,"Lubbock County, Texas","65.3","11.8","112185","50473",301454,236339.936,162667,54,138787,46,105514,35,20528,6.8,1067,0.4,6328,2.1,182,0.1,228851
"3146",48305,2009,46,44,44,"LYNN COUNTY",0,"TX",0.956521739130435,0,"Lynn County, Texas","57.8","16.4","2133","43524",5808,4431.504,2852,49.1,2956,50.9,2751,47.4,61,1.1,21,0.4,43,0.7,4,0.1,4266
"3147",48307,3103,243,224,224,"MCCULLOCH COUNTY",0,"TX",0.921810699588477,0,"McCulloch County, Texas","59.5","11","3255","45329",8098,6518.89,4945,61.1,3153,38.9,2587,31.9,148,1.8,2,0,16,0.2,0,0,6232
"3148",48309,79075,5832,5291,5254,"MCLENNAN COUNTY",37,"TX",0.907235939643347,0.00699300699300699,"McLennan County, Texas","61.3","13","89034","48199",248429,193774.62,139766,56.3,108663,43.7,64733,26.1,35575,14.3,418,0.2,3957,1.6,30,0,186706
"3149",48311,499,17,17,17,"MCMULLEN COUNTY",0,"TX",1,0,"McMullen County, Texas","55.2","9.8","223","68750",662,507.092,326,49.2,336,50.8,332,50.2,0,0,4,0.6,0,0,0,0,488
"3150",48313,4289,250,248,245,"MADISON COUNTY",3,"TX",0.992,0.0120967741935484,"Madison County, Texas","39.9","11.8","4201","49428",14128,11387.168,7815,55.3,6313,44.7,3230,22.9,2111,14.9,27,0.2,441,3.1,26,0.2,11103
"3151",48315,4238,357,344,334,"MARION COUNTY",10,"TX",0.963585434173669,0.0290697674418605,"Marion County, Texas","48.3","12.9","4459","37283",10083,8449.554,7142,70.8,2941,29.2,406,4,2361,23.4,43,0.4,0,0,38,0.4,8236
"3152",48317,1762,43,43,42,"MARTIN COUNTY",1,"TX",1,0.0232558139534884,"Martin County, Texas","64.4","6.3","1626","69722",5614,4025.238,2978,53,2636,47,2574,45.8,48,0.9,8,0.1,4,0.1,2,0,3860
"3153",48319,2057,182,172,172,"MASON COUNTY",0,"TX",0.945054945054945,0,"Mason County, Texas","63.9","10.3","1667","40708",4161,3507.723,3029,72.8,1132,27.2,978,23.5,1,0,12,0.3,92,2.2,0,0,3276
"3154",48321,12196,727,651,629,"MATAGORDA COUNTY",22,"TX",0.895460797799175,0.0337941628264209,"Matagorda County, Texas","59.5","16.6","13636","45500",36743,28439.082,16330,44.4,20413,55.6,15441,42,3587,9.8,98,0.3,710,1.9,53,0.1,27218
"3155",48323,13588,731,516,491,"MAVERICK COUNTY",25,"TX",0.705882352941177,0.0484496124031008,"Maverick County, Texas","58.3","24.2","16307","38035",57970,41796.37,1439,2.5,56531,97.5,55206,95.2,236,0.4,652,1.1,269,0.5,32,0.1,39563
"3156",48325,17246,N/A,N/A,N/A,"MEDINA COUNTY",0,"TX",N/A,N/A,"Medina County, Texas","56.7","8","15470","61059",49334,39121.862,21679,43.9,27655,56.1,25470,51.6,1157,2.3,99,0.2,356,0.7,11,0,37815
"3157",48327,864,75,71,71,"MENARD COUNTY",0,"TX",0.946666666666667,0,"Menard County, Texas","63.6","7.4","992","40606",2123,1830.026,1319,62.1,804,37.9,728,34.3,14,0.7,12,0.6,0,0,0,0,1819
"3158",48329,49212,1944,1710,1661,"MIDLAND COUNTY",49,"TX",0.87962962962963,0.0286549707602339,"Midland County, Texas","70.4","7.2","55980","78888",164194,121996.142,75960,46.3,88234,53.7,72325,44,9934,6.1,677,0.4,3316,2,72,0,117931
"3159",48331,8664,612,534,534,"MILAM COUNTY",0,"TX",0.872549019607843,0,"Milam County, Texas","53.8","11.8","9381","47081",24664,19262.584,15426,62.5,9238,37.5,6459,26.2,2093,8.5,28,0.1,121,0.5,0,0,18594
"3160",48333,2245,195,171,169,"MILLS COUNTY",2,"TX",0.876923076923077,0.0116959064327485,"Mills County, Texas","49.6","12.3","1750","41827",4902,3926.502,3901,79.6,1001,20.4,968,19.7,10,0.2,10,0.2,5,0.1,0,0,3812
"3161",48335,2196,104,87,87,"MITCHELL COUNTY",0,"TX",0.836538461538462,0,"Mitchell County, Texas","40.5","3.5","2441","49670",8558,7180.162,4159,48.6,4399,51.4,3381,39.5,847,9.9,53,0.6,30,0.4,0,0,6909
"3162",48337,8604,N/A,N/A,N/A,"MONTAGUE COUNTY",N/A,"TX",N/A,N/A,"Montague County, Texas","56.2","10","7995","51774",19409,15488.382,16694,86,2715,14,2111,10.9,120,0.6,32,0.2,0,0,0,0,14967
"3163",48339,204632,13210,11580,11540,"MONTGOMERY COUNTY",40,"TX",0.876608629825889,0.00345423143350604,"Montgomery County, Texas","64.8","7.2","192823","77416",554445,424150.425,370662,66.9,183783,33.1,131147,23.7,25296,4.6,805,0.1,15610,2.8,299,0.1,406801
"3164",48341,5284,199,186,186,"MOORE COUNTY",0,"TX",0.934673366834171,0,"Moore County, Texas","67.9","11.2","6626","51527",21801,15653.118,7174,32.9,14627,67.1,11973,54.9,627,2.9,97,0.4,1713,7.9,0,0,14885
"3165",48343,4973,N/A,N/A,N/A,"MORRIS COUNTY",N/A,"TX",N/A,N/A,"Morris County, Texas","56.9","11.9","5048","42961",12424,9877.08,8046,64.8,4378,35.2,1176,9.5,2927,23.6,75,0.6,17,0.1,6,0,9583
