FIPSCode,State,transmitted,counted,rejected
3101300000,NE,1439,1395,NA
3101500000,NE,272,272,NA
3101700000,NE,303,293,NA
3101900000,NE,3582,3432,NA
3102100000,NE,580,566,NA
3102300000,NE,537,525,NA
3102500000,NE,2816,2721,NA
3102700000,NE,2462,2087,NA
3102900000,NE,301,299,NA
3103100000,NE,2067,1818,NA
3103300000,NE,1271,1229,NA
3103500000,NE,329,319,NA
3103700000,NE,615,602,NA
3103900000,NE,1197,1062,NA
3104100000,NE,960,935,NA
3104300000,NE,1392,1288,NA
3104500000,NE,1109,1026,NA
3104700000,NE,1507,1465,NA
3104900000,NE,173,169,NA
3105100000,NE,1234,1043,NA
3105300000,NE,2914,2822,NA
3105500000,NE,89307,82702,NA
3105700000,NE,184,182,NA
3105900000,NE,496,482,NA
3106100000,NE,401,394,NA
3106300000,NE,213,209,NA
3106500000,NE,276,269,NA
3106700000,NE,3897,3831,NA
3106900000,NE,335,314,NA
3107100000,NE,172,166,NA
3107300000,NE,156,150,NA
3107500000,NE,108,107,NA
3107700000,NE,161,155,NA
3107900000,NE,5739,5528,NA
3108100000,NE,3219,2717,NA
3108300000,NE,1039,849,NA
3108500000,NE,191,190,NA
3108700000,NE,237,224,NA
3108900000,NE,962,931,NA
3109100000,NE,68,66,NA
3109300000,NE,469,462,NA
3109500000,NE,569,548,NA
3109700000,NE,270,266,NA
3109900000,NE,425,411,NA
3110100000,NE,729,707,NA
3110300000,NE,162,153,NA
3110500000,NE,390,378,NA
3110700000,NE,645,626,NA
3110900000,NE,36434,34626,NA
3111100000,NE,4138,4011,NA
3111300000,NE,87,83,NA
3111500000,NE,99,96,NA
3111700000,NE,72,72,NA
3111900000,NE,2212,2150,NA
3112100000,NE,2456,2036,NA
3112300000,NE,686,589,NA
3112500000,NE,319,317,NA
3112700000,NE,662,641,NA
3112900000,NE,234,229,NA
3113100000,NE,1588,1555,NA
3113300000,NE,237,230,NA
3113500000,NE,578,572,NA
3113700000,NE,1508,1411,NA
3113900000,NE,616,607,NA
3114100000,NE,2938,2869,NA
3114300000,NE,607,586,NA
3114500000,NE,1029,1002,NA
3114700000,NE,1017,950,NA
3114900000,NE,232,231,NA
3115100000,NE,669,633,NA
3115300000,NE,32458,31408,NA
3115500000,NE,1626,1597,NA
3115700000,NE,3580,3450,NA
3115900000,NE,1057,1023,NA
3116100000,NE,458,442,NA
3116300000,NE,220,209,NA
3116500000,NE,153,146,NA
3116700000,NE,1536,1313,NA
3116900000,NE,422,402,NA
3117100000,NE,132,128,NA
3117300000,NE,233,199,NA
3117500000,NE,312,294,NA
3117700000,NE,2549,2476,NA
3117900000,NE,716,699,NA
3118100000,NE,250,247,NA
3118300000,NE,114,107,NA
3118500000,NE,1355,1318,NA
3300101060,NH,570,548,11
3300103220,NH,169,162,4
3300104740,NH,230,227,0
3300110660,NH,121,116,2
3300128740,NH,721,696,15
3300128980,NH,228,224,1
3300140181,NH,261,232,17
3300140182,NH,111,96,7
3300140183,NH,120,111,8
3300140184,NH,79,75,0
3300140185,NH,52,44,6
3300140186,NH,189,180,2
3300147140,NH,598,576,0
3300151540,NH,148,137,7
3300167300,NH,180,171,0
3300177060,NH,178,167,6
3300300420,NH,46,43,0
3300303700,NH,323,302,0
3300307940,NH,31,30,0
3300311780,NH,21,20,0
3300314660,NH,760,732,6
3300323380,NH,32,31,1
3300323620,NH,74,69,3
3300327700,NH,144,143,0
3300332500,NH,39,37,0
3300334500,NH,0,0,0
3300338260,NH,162,160,0
3300345060,NH,188,178,4
3300349380,NH,634,600,19
3300358740,NH,291,287,1
3300367780,NH,128,122,4
3300376100,NH,182,174,0
3300377620,NH,246,238,1
3300378180,NH,349,339,0
3300386420,NH,705,678,3
3300500820,NH,80,69,5
3300512260,NH,208,202,4
3300519140,NH,145,138,3
3300526500,NH,97,96,1
3300529220,NH,35,34,0
3300534420,NH,75,71,0
3300536660,NH,126,120,0
3300538500,NH,219,212,3
3300539301,NH,83,65,8
3300539302,NH,230,202,6
3300539303,NH,230,216,5
3300539304,NH,231,205,12
3300539305,NH,276,257,7
3300545460,NH,86,85,0
3300545700,NH,25,23,0
3300550580,NH,52,48,2
3300564420,NH,45,43,1
3300564580,NH,263,257,1
3300565700,NH,10,9,0
3300573700,NH,94,89,0
3300574900,NH,23,23,0
3300575300,NH,35,32,0
3300575700,NH,279,266,0
3300577380,NH,44,44,0
3300578420,NH,179,170,2
3300582660,NH,114,108,0
3300585540,NH,151,141,1
3300702420,NH,0,0,0
3300704100,NH,0,0,0
3300704260,NH,0,0,0
3300705140,NH,308,301,4
3300708420,NH,0,0,0
3300710100,NH,62,60,0
3300711220,NH,0,0,0
3300713220,NH,22,21,1
3300713780,NH,78,73,3
3300713940,NH,31,30,0
3300716100,NH,0,0,0
3300716660,NH,0,0,0
3300716820,NH,49,49,0
3300718340,NH,0,0,0
3300718420,NH,1,1,0
3300719300,NH,31,29,0
3300725140,NH,22,21,0
3300725180,NH,0,0,0
3300730260,NH,149,144,0
3300731780,NH,0,0,0
3300732420,NH,0,0,0
3300738820,NH,64,64,0
3300739940,NH,0,0,0
3300740420,NH,174,169,2
3300743620,NH,0,0,0
3300746020,NH,0,0,0
3300747860,NH,66,65,1
3300748260,NH,0,0,0
3300756100,NH,130,123,3
3300757860,NH,0,0,0
3300761620,NH,0,0,0
3300761780,NH,65,64,0
3300763860,NH,64,63,0
3300767860,NH,0,0,0
3300768500,NH,0,0,0
3300768980,NH,40,38,1
3300773060,NH,28,28,0
3300773380,NH,32,32,0
3300774180,NH,22,22,0
3300774500,NH,0,0,0
3300776580,NH,0,0,0
3300780740,NH,2,2,0
3300784420,NH,116,112,1
3300900580,NH,84,79,0
3300902020,NH,77,76,1
3300903940,NH,43,42,0
3300905060,NH,56,49,2
3300905460,NH,183,177,0
3300907540,NH,119,113,0
3300907700,NH,199,193,0
3300908660,NH,208,192,8
3300908980,NH,174,166,0
3300918740,NH,24,23,0
3300922020,NH,23,23,0
3300923860,NH,4,4,0
3300924340,NH,276,268,3
3300927300,NH,145,135,3
3300930820,NH,52,51,0
3300932180,NH,24,24,0
3300933860,NH,1098,1023,21
3300934820,NH,238,230,3
3300935220,NH,66,65,0
3300936900,NH,167,155,3
3300940660,NH,16,15,0
3300941301,NH,298,284,7
3300941302,NH,269,253,6
3300941303,NH,318,301,11
3300941860,NH,147,143,2
3300942020,NH,63,59,3
3300942580,NH,333,316,6
3300942820,NH,0,0,0
3300944100,NH,33,26,1
3300944260,NH,174,167,1
3300948980,NH,58,57,0
3300958340,NH,21,18,0
3300958500,NH,110,105,1
3300961060,NH,25,23,0
3300962660,NH,229,208,9
3300965940,NH,93,86,1
3300974740,NH,61,59,1
3300976740,NH,201,183,10
3300978740,NH,24,24,0
3300979380,NH,82,77,1
3300980500,NH,51,50,0
3300987060,NH,90,87,2
3301101300,NH,947,886,28
3301101700,NH,107,103,0
3301104500,NH,2843,2665,73
3301104900,NH,47,44,1
3301108100,NH,298,282,3
3301117780,NH,69,68,1
3301127140,NH,110,104,1
3301129860,NH,908,831,45
3301131540,NH,46,44,0
3301131940,NH,60,58,0
3301133700,NH,125,118,3
3301136180,NH,197,188,1
3301137140,NH,714,664,21
3301137940,NH,1073,998,60
3301142260,NH,378,363,7
3301144580,NH,76,75,0
3301145141,NH,672,616,29
3301145142,NH,494,456,22
3301145143,NH,305,294,6
3301145144,NH,275,254,13
3301145145,NH,145,132,5
3301145146,NH,420,395,10
3301145147,NH,194,182,2
3301145148,NH,435,411,5
3301145149,NH,297,268,14
3301145150,NH,323,300,9
3301145151,NH,149,132,7
3301145152,NH,529,501,4
3301146260,NH,62,58,0
3301147540,NH,1482,1384,45
3301148020,NH,670,642,4
3301149140,NH,154,144,4
3301150261,NH,502,465,16
3301150262,NH,337,314,6
3301150263,NH,353,328,10
3301150264,NH,191,170,8
3301150265,NH,484,446,14
3301150266,NH,279,267,5
3301150267,NH,306,287,8
3301150268,NH,440,402,17
3301150269,NH,545,504,13
3301150740,NH,265,248,6
3301151940,NH,235,226,4
3301159940,NH,635,610,12
3301160580,NH,484,452,15
3301168820,NH,33,30,0
3301176260,NH,72,68,0
3301179780,NH,397,381,2
3301185220,NH,221,208,2
3301185940,NH,9,9,0
3301300660,NH,102,97,0
3301301460,NH,107,106,0
3301306260,NH,239,222,1
3301306500,NH,605,563,10
3301306980,NH,116,114,1
3301309860,NH,121,110,6
3301312420,NH,94,90,2
3301314201,NH,139,134,1
3301314202,NH,141,133,1
3301314203,NH,140,136,0
3301314204,NH,177,168,2
3301314205,NH,374,348,13
3301314206,NH,166,143,3
3301314207,NH,303,287,2
3301314208,NH,141,133,0
3301314209,NH,139,129,2
3301314210,NH,288,270,4
3301316980,NH,62,59,0
3301319460,NH,138,133,2
3301324900,NH,213,195,8
3301327381,NH,82,78,4
3301327382,NH,44,39,4
3301327383,NH,109,100,4
3301335540,NH,214,200,9
3301335860,NH,32,32,0
3301337300,NH,749,724,8
3301337540,NH,515,494,6
3301343380,NH,253,243,2
3301350900,NH,232,227,4
3301352100,NH,474,439,14
3301354260,NH,188,183,3
3301360020,NH,291,286,0
3301361940,NH,122,115,3
3301366980,NH,47,47,0
3301375460,NH,129,115,9
3301378580,NH,163,160,0
3301380020,NH,85,80,2
3301384900,NH,74,68,4
3301502340,NH,530,516,7
3301502820,NH,255,246,6
3301507220,NH,402,385,0
3301509300,NH,187,180,0
3301512100,NH,236,211,7
3301517140,NH,166,163,1
3301517460,NH,188,173,10
3301517940,NH,1286,1162,63
3301521380,NH,149,140,5
3301524660,NH,352,337,9
3301525380,NH,1441,1358,10
3301527940,NH,198,188,6
3301531700,NH,303,294,5
3301532900,NH,517,489,18
3301533060,NH,1636,1575,24
3301533460,NH,170,153,10
3301539780,NH,112,104,6
3301540100,NH,316,295,10
3301543220,NH,1666,1560,56
3301550980,NH,141,137,0
3301551380,NH,127,123,0
3301551620,NH,81,78,0
3301552340,NH,479,460,5
3301552900,NH,158,145,10
3301554580,NH,490,475,4
3301556820,NH,178,170,2
3301557460,NH,323,305,9
3301562500,NH,343,321,5
3301562901,NH,337,322,6
3301562902,NH,429,405,11
3301562903,NH,235,204,21
3301562904,NH,309,287,12
3301562905,NH,484,426,18
3301564020,NH,381,363,9
3301566180,NH,939,877,33
3301566660,NH,1506,1436,7
3301567620,NH,267,250,5
3301568260,NH,443,433,0
3301571140,NH,56,53,0
3301574340,NH,931,896,18
3301585780,NH,1120,1031,39
3301703460,NH,314,294,10
3301718821,NH,223,215,1
3301718822,NH,246,239,0
3301718823,NH,447,434,0
3301718824,NH,295,282,3
3301718825,NH,187,178,0
3301718826,NH,242,236,3
3301719700,NH,740,672,22
3301726020,NH,197,193,2
3301741460,NH,225,212,2
3301744820,NH,96,86,2
3301747700,NH,46,44,0
3301748660,NH,154,150,0
3301751220,NH,159,154,0
3301765141,NH,167,162,3
3301765142,NH,218,199,1
3301765143,NH,141,137,1
3301765144,NH,137,128,2
3301765145,NH,201,191,2
3301765146,NH,138,124,2
3301765540,NH,132,127,2
3301769941,NH,114,111,0
3301769942,NH,86,81,0
3301769943,NH,62,57,0
3301769944,NH,89,88,0
3301769945,NH,30,25,1
3301773860,NH,289,279,1
3301900260,NH,52,48,3
3301911380,NH,161,154,0
3301912901,NH,93,92,0
3301912902,NH,171,166,1
3301912903,NH,141,136,0
3301915060,NH,76,74,2
3301916340,NH,29,29,0
3301930500,NH,45,44,0
3301931220,NH,276,267,6
3301940900,NH,0,0,0
3301941700,NH,36,35,1
3301952580,NH,235,224,4
3301962340,NH,162,150,3
3301972740,NH,65,62,2
3301975060,NH,348,333,8
3301977940,NH,79,75,0
3301978980,NH,79,78,0
3400100000,NJ,11174,9344,NA
3400300000,NJ,37349,30256,NA
3400500000,NJ,22802,19615,NA
3400700000,NJ,46622,39351,NA
3400900000,NJ,6816,6004,NA
3401100000,NJ,5050,3879,NA
3401300000,NJ,20140,15881,NA
3401500000,NJ,19105,16690,NA
3401700000,NJ,11656,8826,NA
3401900000,NJ,9331,8594,NA
3402100000,NJ,15039,12841,NA
3402300000,NJ,47437,37710,NA
3402500000,NJ,34938,29938,NA
3402700000,NJ,25072,21058,NA
3402900000,NJ,31750,28414,NA
3403100000,NJ,14800,11520,NA
3403300000,NJ,2690,2282,NA
3403500000,NJ,17495,15322,NA
3403700000,NJ,6760,6069,NA
3403900000,NJ,20142,16481,NA
3404100000,NJ,5406,4822,NA
3500100000,NM,29998,NA,NA
3500300000,NM,301,NA,NA
3500500000,NM,1289,NA,NA
3500600000,NM,517,NA,NA
3500700000,NM,605,NA,NA
3500900000,NM,668,NA,NA
3501100000,NM,76,NA,NA
3501300000,NM,3758,NA,NA
3501500000,NM,1248,NA,NA
3501700000,NM,1401,NA,NA
3501900000,NM,381,NA,NA
3502100000,NM,151,NA,NA
3502300000,NM,306,NA,NA
3502500000,NM,1058,NA,NA
3502700000,NM,978,NA,NA
3502800000,NM,949,NA,NA
3502900000,NM,521,NA,NA
3503100000,NM,627,NA,NA
3503300000,NM,222,NA,NA
3503500000,NM,1562,NA,NA
3503700000,NM,250,NA,NA
3503900000,NM,726,NA,NA
3504100000,NM,317,NA,NA
3504300000,NM,6286,NA,NA
3504500000,NM,2762,NA,NA
3504700000,NM,814,NA,NA
3504900000,NM,6069,NA,NA
3505100000,NM,469,NA,NA
3505300000,NM,623,NA,NA
3505500000,NM,880,NA,NA
3505700000,NM,649,NA,NA
3505900000,NM,189,NA,NA
3506100000,NM,2879,NA,NA
3251000000,NV,2130,1982,64
3200100000,NV,613,561,5
3200300000,NV,51621,40285,822
3200500000,NV,3285,3014,52
3200700000,NV,2482,1978,20
3200900000,NV,165,127,0
3201100000,NV,396,327,11
3201300000,NV,1017,836,9
3201500000,NV,503,426,0
3201700000,NV,191,182,0
3201900000,NV,1268,1207,0
3202100000,NV,442,325,0
3202300000,NV,2224,2015,1
3202700000,NV,454,366,2
3202900000,NV,235,213,0
3203100000,NV,18725,17366,190
3203300000,NV,1240,1038,1
3600100000,NY,10716,9344,NA
3600300000,NY,1352,1185,NA
3600500000,NY,13909,9998,NA
3600700000,NY,6654,5856,NA
3600900000,NY,2102,1798,NA
3601100000,NY,2545,2235,NA
3601300000,NY,4167,3659,NA
3601500000,NY,3029,2671,NA
3601700000,NY,1785,1600,NA
3601900000,NY,2712,2425,NA
3602100000,NY,3489,3061,NA
3602300000,NY,1443,1257,NA
3602500000,NY,1814,1601,NA
3602700000,NY,10147,8320,NA
3602900000,NY,21811,21224,NA
3603100000,NY,1785,1551,NA
3603300000,NY,1555,1439,NA
3603500000,NY,1755,1498,NA
3603700000,NY,1648,1408,NA
3603900000,NY,2099,1964,NA
3604100000,NY,515,464,NA
3604300000,NY,2028,1746,NA
3604500000,NY,3582,3151,NA
3604700000,NY,37378,22910,NA
3604900000,NY,915,816,NA
3605100000,NY,1922,1733,NA
3605300000,NY,2346,0,NA
3605500000,NY,22767,19525,NA
3605700000,NY,1388,1202,NA
3605900000,NY,39675,219,NA
3606100000,NY,51300,34675,NA
3606300000,NY,5399,4760,NA
3606500000,NY,6310,5457,NA
3606700000,NY,15967,13902,NA
3606900000,NY,3856,3260,NA
3607100000,NY,10256,7047,NA
3607300000,NY,883,801,NA
3607500000,NY,3556,3017,NA
3607700000,NY,2281,2044,NA
3607900000,NY,4030,3540,NA
3608100000,NY,31305,22276,NA
3608300000,NY,4931,4267,NA
3608500000,NY,10855,8196,NA
3608700000,NY,9667,8171,NA
3608900000,NY,3254,2907,NA
3609100000,NY,8348,7026,NA
3609300000,NY,4489,3944,NA
3609500000,NY,1056,984,NA
3609700000,NY,681,628,NA
3609900000,NY,1136,944,NA
3610100000,NY,3238,2907,NA
3610300000,NY,47168,39591,NA
3610500000,NY,2997,2584,NA
3610700000,NY,1564,1440,NA
3610900000,NY,3524,3145,NA
3611100000,NY,6997,6013,NA
3611300000,NY,3495,3173,NA
3611500000,NY,1736,1449,NA
3611700000,NY,2533,2235,NA
3611900000,NY,31697,26790,NA
3612100000,NY,997,826,NA
3612295082,NY,981,888,NA
3900100000,OH,2119,2008,32
3900300000,OH,7617,7082,47
3900500000,OH,4217,3954,8
3900700000,OH,8208,7683,54
3900900000,OH,4416,4316,23
3901100000,OH,4019,3789,20
3901300000,OH,10942,10622,44
3901500000,OH,3472,3268,44
3901700000,OH,32149,26432,3241
3901900000,OH,2684,2562,22
3902100000,OH,3109,2948,9
3902300000,OH,11351,10595,98
3902500000,OH,22901,21851,350
3902700000,OH,3387,3100,83
3902900000,OH,7907,7401,67
3903100000,OH,3982,3804,10
3903300000,OH,3867,3631,28
3903500000,OH,208657,190215,1351
3903700000,OH,3671,3568,15
3903900000,OH,2639,2498,12
3904100000,OH,26224,24410,269
3904300000,OH,8012,7469,43
3904500000,OH,19215,18101,120
3904700000,OH,1703,1602,12
3904900000,OH,151928,140001,1321
3905100000,OH,3007,2771,12
3905300000,OH,2157,2095,8
3905500000,OH,13661,12765,88
3905700000,OH,17036,15906,153
3905900000,OH,3566,3420,13
3906100000,OH,89703,82950,711
3906300000,OH,5502,5275,51
3906500000,OH,2059,1961,10
3906700000,OH,1547,1468,9
3906900000,OH,1839,1711,11
3907100000,OH,2955,2801,24
3907300000,OH,2684,2599,8
3907500000,OH,2094,1971,2
3907700000,OH,5104,4840,21
3907900000,OH,2727,2555,13
3908100000,OH,6710,6398,27
3908300000,OH,7039,6632,32
3908500000,OH,35534,33768,101
3908700000,OH,5892,5351,118
3908900000,OH,22683,21414,159
3909100000,OH,3378,3188,29
3909300000,OH,35379,33080,150
3909500000,OH,36988,33093,650
3909700000,OH,4443,4171,52
3909900000,OH,30311,28362,234
3910100000,OH,5554,5192,34
3910300000,OH,21163,20006,112
3910500000,OH,1548,1416,10
3910700000,OH,4147,3936,25
3910900000,OH,10352,9754,77
3911100000,OH,1755,1691,2
3911300000,OH,53209,49425,467
3911500000,OH,1644,1588,5
3911700000,OH,3092,2913,9
3911900000,OH,8673,8158,64
3912100000,OH,1401,1367,2
3912300000,OH,4510,4322,23
3912500000,OH,1448,1397,10
3912700000,OH,3631,3440,17
3912900000,OH,5204,4910,31
3913100000,OH,3384,3024,16
3913300000,OH,15236,14228,113
3913500000,OH,2659,2548,13
3913700000,OH,3250,3089,38
3913900000,OH,9323,8805,38
3914100000,OH,7262,6810,62
3914300000,OH,4539,4067,215
3914500000,OH,5315,5013,53
3914700000,OH,3747,3259,91
3914900000,OH,3492,3223,26
3915100000,OH,40945,38213,442
3915300000,OH,61597,57689,502
3915500000,OH,20595,19133,78
3915700000,OH,9685,9188,45
3915900000,OH,4963,4656,36
3916100000,OH,2133,2002,14
3916300000,OH,1353,1261,6
3916500000,OH,27255,26241,207
3916700000,OH,5647,5318,51
3916900000,OH,9078,8452,127
3917100000,OH,2474,2354,14
3917300000,OH,10797,9806,85
3917500000,OH,1976,1878,20
4000100000,OK,561,243,18
4000300000,OK,118,92,5
4000500000,OK,253,170,16
4000700000,OK,166,129,6
4000900000,OK,446,335,8
4001100000,OK,187,154,4
4001300000,OK,640,455,34
4001500000,OK,427,335,7
4001700000,OK,6347,5439,109
4001900000,OK,983,769,5
4002100000,OK,890,717,43
4002300000,OK,217,158,14
4002500000,OK,101,76,3
4002700000,OK,14169,11809,371
4002900000,OK,111,77,1
4003100000,OK,3020,2155,118
4003300000,OK,117,102,4
4003500000,OK,255,205,11
4003700000,OK,1448,1172,35
4003900000,OK,647,508,14
4004100000,OK,1208,981,31
4004300000,OK,140,112,8
4004500000,OK,115,99,2
4004700000,OK,1498,1185,43
4004900000,OK,438,348,18
4005100000,OK,1919,1586,41
4005300000,OK,143,123,2
4005500000,OK,118,82,5
4005700000,OK,40,32,0
4005900000,OK,82,73,2
4006100000,OK,318,214,10
4006300000,OK,264,220,10
4006500000,OK,390,282,21
4006700000,OK,106,79,5
4006900000,OK,133,104,0
4007100000,OK,974,772,37
4007300000,OK,314,233,14
4007500000,OK,184,139,3
4007700000,OK,240,163,9
4007900000,OK,757,532,46
4008100000,OK,639,504,19
4008300000,OK,1756,1476,32
4008500000,OK,125,96,2
4008700000,OK,1224,995,28
4008900000,OK,463,363,17
4009100000,OK,384,288,13
4009300000,OK,204,160,5
4009500000,OK,307,235,11
4009700000,OK,695,546,24
4009900000,OK,279,220,5
4010100000,OK,1122,847,67
4010300000,OK,232,186,4
4010500000,OK,207,156,14
4010700000,OK,244,189,13
4010900000,OK,36793,30948,583
4011100000,OK,674,507,25
4011300000,OK,1565,1242,73
4011500000,OK,421,325,20
4011700000,OK,291,226,8
4011900000,OK,1901,1381,95
4012100000,OK,836,627,40
4012300000,OK,767,562,37
4012500000,OK,1631,1322,44
4012700000,OK,202,137,12
4012900000,OK,90,69,7
4013100000,OK,2853,2206,112
4013300000,OK,427,328,0
4013500000,OK,769,575,26
4013700000,OK,1002,780,34
4013900000,OK,325,235,14
4014100000,OK,103,82,3
4014300000,OK,19842,15049,781
4014500000,OK,1896,1473,101
4014700000,OK,1276,945,88
4014900000,OK,243,198,11
4015100000,OK,212,170,6
4015300000,OK,380,274,17
4100100000,OR,11164,8958,NA
4100300000,OR,58361,49591,NA
4100500000,OR,268786,217735,NA
4100700000,OR,24946,19984,NA
4100900000,OR,34244,27031,NA
4101100000,OR,40326,31798,NA
4101300000,OR,15224,12365,NA
4101500000,OR,15865,12799,NA
4101700000,OR,122210,100262,NA
4101900000,OR,71460,54646,NA
4102100000,OR,1275,1060,NA
4102300000,OR,5138,4409,NA
4102500000,OR,4768,4062,NA
4102700000,OR,13553,11131,NA
4102900000,OR,140543,110947,NA
4103100000,OR,12607,9588,NA
4103300000,OR,60404,45372,NA
4103500000,OR,39802,31001,NA
4103700000,OR,4746,3990,NA
4103900000,OR,242617,195020,NA
4104100000,OR,32103,25686,NA
4104300000,OR,76279,59727,NA
4104500000,OR,14165,10606,NA
4104700000,OR,182085,139567,NA
4104900000,OR,5540,4249,NA
4105100000,OR,504955,404074,NA
4105300000,OR,51861,41064,NA
4105500000,OR,1241,1039,NA
4105700000,OR,17420,14043,NA
4105900000,OR,38872,28073,NA
4106100000,OR,16650,13170,NA
4106300000,OR,5211,4452,NA
4106500000,OR,15613,12171,NA
4106700000,OR,340657,273668,NA
4106900000,OR,986,839,NA
4107100000,OR,62133,49701,NA
4200100000,PA,2232,2105,NA
4200300000,PA,33449,31762,NA
4200500000,PA,1188,1110,NA
4200700000,PA,4123,3909,NA
4200900000,PA,1216,1139,NA
4201100000,PA,7294,6597,NA
4201300000,PA,2948,2761,NA
4201500000,PA,1325,1223,NA
4201700000,PA,19715,17700,NA
4201900000,PA,5164,4762,NA
4202100000,PA,3083,2877,NA
4202300000,PA,168,158,NA
4202500000,PA,1447,1323,NA
4202700000,PA,3751,3399,NA
4202900000,PA,19011,17498,NA
4203100000,PA,912,819,NA
4203300000,PA,1572,1494,NA
4203500000,PA,613,536,NA
4203700000,PA,1152,1027,NA
4203900000,PA,2015,1875,NA
4204100000,PA,6517,5956,NA
4204300000,PA,5551,5080,NA
4204500000,PA,12813,11079,NA
4204700000,PA,680,623,NA
4204900000,PA,6111,5492,NA
4205100000,PA,2206,2053,NA
4205300000,PA,151,143,NA
4205500000,PA,3065,2864,NA
4205700000,PA,273,252,NA
4205900000,PA,821,773,NA
4206100000,PA,838,792,NA
4206300000,PA,1700,1607,NA
4206500000,PA,946,820,NA
4206700000,PA,457,419,NA
4206900000,PA,5928,5560,NA
4207100000,PA,11022,10137,NA
4207300000,PA,2196,2054,NA
4207500000,PA,2789,2548,NA
4207700000,PA,7737,7159,NA
4207900000,PA,7027,6240,NA
4208100000,PA,2229,2042,NA
4208300000,PA,765,693,NA
4208500000,PA,2893,2628,NA
4208700000,PA,830,767,NA
4208900000,PA,4033,3611,NA
4209100000,PA,24308,19972,NA
4209300000,PA,530,497,NA
4209500000,PA,6728,6081,NA
4209700000,PA,1669,1478,NA
4209900000,PA,812,724,NA
4210100000,PA,17058,12845,NA
4210300000,PA,2328,2151,NA
4210500000,PA,507,454,NA
4210700000,PA,3151,2909,NA
4210900000,PA,630,579,NA
4211100000,PA,1977,1854,NA
4211300000,PA,244,226,NA
4211500000,PA,1107,1032,NA
4211700000,PA,1017,967,NA
4211900000,PA,1059,1003,NA
4212100000,PA,1227,1142,NA
4212300000,PA,1141,1077,NA
4212500000,PA,4808,4221,NA
4212700000,PA,1599,1513,NA
4212900000,PA,8966,8271,NA
4213100000,PA,752,708,NA
4213300000,PA,8617,7707,NA
7200000000,PR,1543,818,0
4400105140,RI,1138,1049,NA
4400109280,RI,891,830,NA
4400173760,RI,481,387,NA
4400318640,RI,1089,986,NA
4400322240,RI,925,840,NA
4400374300,RI,2993,2761,NA
4400377720,RI,273,251,NA
4400378440,RI,632,468,NA
4400536820,RI,468,425,NA
4400542400,RI,254,236,NA
4400545460,RI,1152,1074,NA
4400549960,RI,1228,1113,NA
4400557880,RI,1481,1263,NA
4400570880,RI,789,680,NA
4400711800,RI,456,425,NA
4400714140,RI,515,408,NA
4400719180,RI,3156,2865,NA
4400720080,RI,1263,1181,NA
4400722960,RI,1826,1721,NA
4400727460,RI,157,141,NA
4400730340,RI,317,287,NA
4400737720,RI,906,825,NA
4400741500,RI,959,872,NA
4400751760,RI,964,813,NA
4400752480,RI,426,349,NA
4400754640,RI,1603,1459,NA
4400759000,RI,4056,3573,NA
4400764220,RI,484,435,NA
4400766200,RI,1156,1043,NA
4400780780,RI,682,633,NA
4400914500,RI,422,392,NA
4400925300,RI,268,248,NA
4400935380,RI,399,371,NA
4400948340,RI,943,859,NA
4400950500,RI,206,190,NA
4400951580,RI,1756,1597,NA
4400961160,RI,297,260,NA
4400967460,RI,1893,1759,NA
4400977000,RI,3783,3498,NA
4500100000,SC,2752,2700,NA
4500300000,SC,17138,16811,NA
4500500000,SC,1429,1403,NA
4500700000,SC,14458,14082,NA
4500900000,SC,1532,1501,NA
4501100000,SC,1995,1961,NA
4501300000,SC,22322,21682,NA
4501500000,SC,16128,15523,NA
4501700000,SC,1809,1767,NA
4501900000,SC,60283,58813,NA
4502100000,SC,4274,4235,NA
4502300000,SC,4434,4378,NA
4502500000,SC,3041,2993,NA
4502700000,SC,6174,6072,NA
4502900000,SC,5453,5372,NA
4503100000,SC,7589,7437,NA
4503300000,SC,2097,1889,NA
4503500000,SC,15231,14760,NA
4503700000,SC,3063,2956,NA
4503900000,SC,3053,2999,NA
4504100000,SC,16631,16375,NA
4504300000,SC,9411,9147,NA
4504500000,SC,30430,29502,NA
4504700000,SC,7025,6813,NA
4504900000,SC,2494,2407,NA
4505100000,SC,19774,18944,NA
4505300000,SC,2908,2823,NA
4505500000,SC,7225,7075,NA
4505700000,SC,10608,10400,NA
4505900000,SC,4515,4354,NA
4506100000,SC,1919,1883,NA
4506300000,SC,27162,26502,NA
4506500000,SC,2139,2105,NA
4506700000,SC,3741,3491,NA
4506900000,SC,4866,4526,NA
4507100000,SC,3627,3546,NA
4507300000,SC,9346,9139,NA
4507500000,SC,11185,10887,NA
4507700000,SC,7361,7150,NA
4507900000,SC,55693,54009,NA
4508100000,SC,1265,1248,NA
4508300000,SC,28452,27840,NA
4508500000,SC,12847,12241,NA
4508700000,SC,2046,2016,NA
4508900000,SC,3235,3153,NA
4509100000,SC,28348,27619,NA
4600300000,SD,211,216,0
4600500000,SD,1961,1961,0
4600700000,SD,266,265,1
4600900000,SD,526,523,3
4601100000,SD,4399,4394,5
4601300000,SD,6172,6160,12
4601500000,SD,576,576,13
4601700000,SD,125,101,0
4601900000,SD,1052,1052,0
4602100000,SD,122,117,1
4602300000,SD,529,529,0
4602500000,SD,335,335,0
4602700000,SD,1942,1936,6
4602900000,SD,5449,5443,6
4603100000,SD,111,109,2
4603300000,SD,2104,2099,5
4603500000,SD,546,505,11
