FIPSCode,State,JurisdictionName,E1a,E1b,E1c,E1d,E1e_Other,E1e,E1f_Other,E1f,E1Comments,E2a,E2b,E2c,E2d,E2e,E2f,E2g,E2h,E2i,E2j_Other,E2j,E2k_Other,E2k,E2l_Other,E2l,E2m_Other,E2m,E2n_Other,E2n,E2o_Other,E2o,E2p_Other,E2p,E2Comments
2501127025,MA,GREENFIELD TOWN,4,0,-888888: Not Applicable,4, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,4,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,0,OTHER,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2501129475,MA,HAWLEY TOWN,0,0,-888888: Not Applicable,0, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,0,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,0,OTHER,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2501129650,MA,HEATH TOWN,0,0,-888888: Not Applicable,0, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,0,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,0,OTHER,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2501135180,MA,LEVERETT TOWN,4,1,-888888: Not Applicable,3, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,0,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,3,OTHER,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2501135285,MA,LEYDEN TOWN,0,0,-888888: Not Applicable,0, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,0,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,0,OTHER,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2501142040,MA,MONROE TOWN,0,0,-888888: Not Applicable,0, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,0,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,0,OTHER,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2501142285,MA,MONTAGUE TOWN,1,1,-888888: Not Applicable,0, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,0,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,0,OTHER,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2501145490,MA,NEW SALEM TOWN,0,0,-888888: Not Applicable,0, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,0,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,0,OTHER,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2501147835,MA,NORTHFIELD TOWN,0,0,-888888: Not Applicable,0, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,0,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,0,OTHER,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2501151265,MA,ORANGE TOWN,0,0,-888888: Not Applicable,0, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,0,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,0,OTHER,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2501158335,MA,ROWE TOWN,0,0,-888888: Not Applicable,0, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,0,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,0,OTHER,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2501161135,MA,SHELBURNE TOWN,6,0,-888888: Not Applicable,6, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,2,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,0,OTHER,4, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2501161905,MA,SHUTESBURY TOWN,9,3,-888888: Not Applicable,6, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,5,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,0,OTHER,1, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2501168400,MA,SUNDERLAND TOWN,4,1,-888888: Not Applicable,3, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,1,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,1,OTHER,1, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2501173265,MA,WARWICK TOWN,0,0,-888888: Not Applicable,0, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,Court Order Extending Hours,0,Name not on list and determined ineligible,0,Name not on list and could not verified at precinct,0,Other,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2501174525,MA,WENDELL TOWN,2,0,-888888: Not Applicable,2, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,Court Order Extending Hours,0,Name not on list and determined ineligible,2,Name not on list and could not verified at precinct,0,Other,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2501179110,MA,WHATELY TOWN,1,0,-888888: Not Applicable,1, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,Court Order Extending Hours,0,Name not on list and determined ineligible,1,Name not on list and could not verified at precinct,0,Other,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2501300765,MA,AGAWAM TOWN,0,0,-888888: Not Applicable,0, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,0,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,0,OTHER,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2501306085,MA,BLANDFORD TOWN,0,0,-888888: Not Applicable,0, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,0,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,0,OTHER,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2501308470,MA,BRIMFIELD TOWN,0,0,-888888: Not Applicable,0, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,0,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,0,OTHER,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2501313485,MA,CHESTER TOWN,0,0,-888888: Not Applicable,0, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,0,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,0,OTHER,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2501313660,MA,CHICOPEE CITY,11,2,-888888: Not Applicable,9, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,6,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,2,OTHER,1, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2501319645,MA,EAST LONGMEADOW TOWN,2,1,-888888: Not Applicable,1, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,1,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,0,OTHER,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2501326675,MA,GRANVILLE TOWN,0,0,-888888: Not Applicable,0, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,0,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,0,OTHER,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2501328075,MA,HAMPDEN TOWN,0,0,-888888: Not Applicable,0, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,0,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,0,OTHER,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2501330665,MA,HOLLAND TOWN,1,0,-888888: Not Applicable,1, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,0,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,1,OTHER,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2501330840,MA,HOLYOKE CITY,14,3,-888888: Not Applicable,11, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,0,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,10,OTHER,1, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2501336300,MA,LONGMEADOW TOWN,25,13,-888888: Not Applicable,12, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,4,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,8,OTHER,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2501337175,MA,LUDLOW TOWN,0,0,-888888: Not Applicable,0, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,0,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,0,OTHER,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2501342145,MA,MONSON TOWN,14,0,-888888: Not Applicable,14, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,0,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,14,OTHER,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2501342530,MA,MONTGOMERY TOWN,0,0,-888888: Not Applicable,0, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,0,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,0,OTHER,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2501352105,MA,PALMER TOWN,0,0,-888888: Not Applicable,0, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,0,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,0,OTHER,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2501358650,MA,RUSSELL TOWN,0,0,-888888: Not Applicable,0, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,0,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,0,OTHER,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2501365825,MA,SOUTHWICK TOWN,0,0,-888888: Not Applicable,0, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,0,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,0,OTHER,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2501367000,MA,SPRINGFIELD CITY,251,87,-888888: Not Applicable,164, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,COURT ORDER EXTENDING HOURS,0,NAME NOT ON LIST AND DETERMINED INELIGIBLE,123,NAME NOT ON LIST AND COULD NOT VERIFIED AT PRECINCT,34,OTHER,7, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2501370045,MA,TOLLAND TOWN,0,0,-888888: Not Applicable,0, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,Court Order Extending Hours,0,Name not on list and determined ineligible,0,Name not on list and could not verified at precinct,0,Other,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
2501372390,MA,WALES TOWN,2,0,-888888: Not Applicable,2, ,0, ,-999999: Data Not Available, ,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,0,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,-888888: Not Applicable,Court Order Extending Hours,0,Name not on list and determined ineligible,0,Name not on list and could not verified at precinct,2,Other,0, ,-999999: Data Not Available, ,-999999: Data Not Available, ,-999999: Data Not Available, 
