ID,FIPS,STATE,LABEL,10Total_registered_x,10Notices_removed_x,12Total_registered_x,12Notices_removed_x,14Total_registered_x,14Notices_removed_x,16Total_registered_x,16Notices_removed_x,18Total_registered_x,18Notices_removed_x,10pct,12pct,14pct,16pct,18pct,median_pct,median_desc,mean_pct,mean_desc,Total_pop,Urban,Rural,POP_DESC,Pop_25+,Pct_colgrads,Pop_birth,Pct_foreign-born,Pop_16+,Unemployed,Households,Median household income,Income_desc,Pct_poverty,Emp_pop_16+,Top_occupation_pct,Top_occupation,Tot_racepop,White,Pct_White,Nonwhite,Pct_Nonwhite,Nonwhite_desc,Hispanic,Pct_Hispanic,Black,Pct_Black,Native,Pct_Native,Asian,Pct_Asian,Hawaiian_Pacific Islander,Pct_Hawaiian_Pacific Islander,Other,Pct_other,Multi,Pct_multi,VOTING AGE,VOTING AGE_Male,Pct_VOTING AGE_Male,VOTING AGE_Female,Pct_VOTING AGE_Female,Region,Division,total_2016,gop_2016,dem_2016,oth_2016,WINNER
2833,51027,VA,"Buchanan County, Virginia",16295,110,16569,110,15856,118,15986,231,15056,619,0.670527278,0.659511961,0.738700388,0,3.948963317,0.670527278,Less than 1%,1.203540589,1% - 5%,24098,0,24098,Rural,17309,9.9,23158,1.2,19552,9.7,9124,30335,"Less than $35,000",23.9,6839,23.8,"Management, business, science, and arts",23158,22083,95.4,1075,4.6,Less than 5%,63,0.3,647,2.8,21,0.1,116,0.5,0,0,0,0,228,1,18883,9496,50.3,9387,49.7,South Region,South Atlantic Division,9220,7292,1721,207,Rep
2834,51029,VA,"Buckingham County, Virginia",9953,50,10316,50,10006,268,10287,193,10317,172,0.499850045,0.482346132,2.608526377,0,1.639813138,0.499850045,Less than 1%,1.046107138,1% - 5%,17146,0,17146,Rural,12342,11.9,17030,1.7,14062,8.7,5689,43514,"$35,000 - $50,000",17.6,6665,27.5,"Management, business, science, and arts",17030,10380,61,6650,39,More than 25%,403,2.4,5818,34.2,23,0.1,75,0.4,11,0.1,0,0,320,1.9,13579,7543,55.5,6036,44.5,South Region,South Atlantic Division,7284,3969,3128,187,Rep
2835,51031,VA,"Campbell County, Virginia",34772,365,36320,365,35790,809,38082,280,37948,1102,1.038791018,0.994957067,2.210442908,0,2.822023047,1.038791018,1% - 5%,1.413242808,1% - 5%,54842,21326,33516,Rural,39041,20.4,55061,2.6,45182,4.3,22294,47005,"$35,000 - $50,000",12.5,26389,31,"Management, business, science, and arts",55061,44296,80.4,10765,19.6,10% - 25%,1088,2,7694,14,60,0.1,449,0.8,21,0,125,0.2,1328,2.4,42761,20431,47.8,22330,52.2,South Region,South Atlantic Division,27218,19442,6597,1179,Rep
2836,51033,VA,"Caroline County, Virginia",17797,244,18975,244,18824,348,19597,913,20292,228,1.352474918,1.269576981,1.81514709,0,1.111111111,1.269576981,1% - 5%,1.10966202,1% - 5%,28545,6165,22380,Rural,20285,18.8,29640,2.9,23568,7.1,10965,57294,"$50,001 - $75,000",13.1,13300,29.3,"Management, business, science, and arts",29640,18829,63.5,10811,36.5,More than 25%,1226,4.1,8414,28.4,138,0.5,238,0.8,0,0,170,0.6,625,2.1,22544,11181,49.6,11363,50.4,South Region,South Atlantic Division,14189,7143,6425,621,Rep
2837,51035,VA,"Carroll County, Virginia",18340,215,18977,215,18666,315,19392,381,19406,524,1.158717327,1.120258441,1.659554291,0,2.629202208,1.158717327,1% - 5%,1.313546453,1% - 5%,30042,858,29184,Rural,21913,12.8,29733,2.1,24581,5.3,12642,37048,"$35,000 - $50,000",15.7,12918,24.5,"Management, business, science, and arts",29733,28325,95.3,1408,4.7,Less than 5%,878,3,203,0.7,0,0,73,0.2,0,0,8,0,246,0.8,23692,11651,49.2,12041,50.8,South Region,South Atlantic Division,13587,10653,2557,377,Rep
2838,51036,VA,"Charles City County, Virginia",5296,31,5428,31,5316,72,5563,20,5524,130,0.581941055,0.567869573,1.336302895,0,2.299257163,0.581941055,Less than 1%,0.957074137,Less than 1%,7256,0,7256,Rural,5449,12.7,7086,1.7,6088,7.3,2854,54167,"$50,001 - $75,000",14.6,3321,25,Sales and office,7086,2907,41,4179,59,More than 25%,127,1.8,3327,47,444,6.3,56,0.8,0,0,13,0.2,212,3,5895,2856,48.4,3039,51.6,South Region,South Atlantic Division,3745,1381,2244,120,Dem
2839,51037,VA,"Charlotte County, Virginia",8439,188,8517,188,8286,101,8356,51,8174,317,2.179204822,2.159678346,1.204244664,0,3.733364739,2.159678346,1% - 5%,1.855298514,1% - 5%,12586,0,12586,Rural,8488,13,12232,0.7,9908,7,4594,33837,"Less than $35,000",24.7,5011,25.9,"Management, business, science, and arts",12232,8230,67.3,4002,32.7,More than 25%,116,0.9,3750,30.7,21,0.2,16,0.1,0,0,0,0,99,0.8,9542,4652,48.8,4890,51.2,South Region,South Atlantic Division,5792,3479,2153,160,Rep
2840,51041,VA,"Chesterfield County, Virginia",208535,3091,224670,3091,223343,5655,237584,4409,243083,6916,1.460595579,1.357124354,2.469453882,0,2.766411066,1.460595579,1% - 5%,1.610716976,1% - 5%,316236,297487,18749,Urban,220124,37.7,331839,7.9,260750,6.4,118908,73869,"$50,001 - $75,000",7.4,168448,42.4,"Management, business, science, and arts",331839,210157,63.3,121682,36.7,More than 25%,26360,7.9,73814,22.2,649,0.2,11414,3.4,83,0,967,0.3,8395,2.5,238214,111991,47,126223,53,South Region,South Atlantic Division,175288,84938,80993,9357,Rep
2841,51043,VA,"Clarke County, Virginia",9671,136,10258,136,10079,286,10760,169,11083,243,1.386764556,1.308447181,2.759286059,0,2.145505916,1.386764556,1% - 5%,1.520000742,1% - 5%,14034,4277,9757,Rural,10161,30,14307,3.5,11737,4.8,5591,71986,"$50,001 - $75,000",11.3,7039,42.3,"Management, business, science, and arts",14307,12517,87.5,1790,12.5,10% - 25%,622,4.3,642,4.5,58,0.4,119,0.8,0,0,0,0,349,2.4,10962,5296,48.3,5666,51.7,South Region,South Atlantic Division,8131,4657,3047,427,Rep
2842,51045,VA,"Craig County, Virginia",3800,7,3855,7,3865,25,3911,24,3844,79,0.183871815,0.181253237,0.642673522,0,2.013764976,0.183871815,Less than 1%,0.60431271,Less than 1%,5190,0,5190,Rural,3953,13,5195,0,4170,5.6,2314,40500,"$35,000 - $50,000",12.9,1988,25.3,Sales and office,5195,5097,98.1,98,1.9,Less than 5%,1,0,8,0.2,0,0,9,0.2,0,0,0,0,80,1.5,4116,1941,47.2,2175,52.8,South Region,South Atlantic Division,2784,2139,541,104,Rep
2843,51047,VA,"Culpeper County, Virginia",28095,402,29751,402,29777,628,31273,1365,32270,718,1.410674808,1.333200677,2.065449762,0,2.176549048,1.410674808,1% - 5%,1.397174859,1% - 5%,46689,17778,28911,Rural,32652,22.3,48952,7.7,37972,6.4,16904,66160,"$50,001 - $75,000",9.2,22764,35.8,"Management, business, science, and arts",48952,35086,71.7,13866,28.3,More than 25%,4562,9.3,6825,13.9,162,0.3,717,1.5,4,0,10,0,1586,3.2,34496,17266,50.1,17230,49.9,South Region,South Atlantic Division,22087,13341,7744,1002,Rep
2844,51049,VA,"Cumberland County, Virginia",6732,84,6932,84,6792,69,6920,160,6892,241,1.232394366,1.197263398,1.005684303,0,3.378662554,1.197263398,1% - 5%,1.362800924,1% - 5%,10052,402,9650,Rural,6843,15.1,9769,0.4,7955,8.5,4085,37489,"$35,000 - $50,000",22.8,4601,29.9,"Management, business, science, and arts",9769,6144,62.9,3625,37.1,More than 25%,15,0.2,3272,33.5,67,0.7,0,0,0,0,0,0,271,2.8,7722,3699,47.9,4023,52.1,South Region,South Atlantic Division,4875,2693,2032,150,Rep
2845,51051,VA,"Dickenson County, Virginia",11376,72,11406,72,10862,80,10805,67,10138,589,0.628930818,0.627286984,0.731127765,0,5.490817563,0.628930818,Less than 1%,1.495632626,1% - 5%,15903,0,15903,Rural,11043,10.7,15304,0.6,12523,7.2,6055,31226,"Less than $35,000",21.5,4964,26.9,"Management, business, science, and arts",15304,14997,98,307,2,Less than 5%,114,0.7,117,0.8,0,0,1,0,0,0,0,0,75,0.5,12114,6182,51,5932,49,South Region,South Atlantic Division,6405,4932,1335,138,Rep
2846,51053,VA,"Dinwiddie County, Virginia",17633,175,18660,175,18151,251,19132,147,19117,482,0.982704403,0.929121317,1.363982176,0,2.459309148,0.982704403,Less than 1%,1.147023409,1% - 5%,28001,8062,19939,Rural,19771,16.9,28155,2.9,22943,9.3,10344,51579,"$50,001 - $75,000",15.9,12857,27.1,"Management, business, science, and arts",28155,17545,62.3,10610,37.7,More than 25%,861,3.1,9048,32.1,38,0.1,144,0.5,13,0,129,0.5,377,1.3,21818,10591,48.5,11227,51.5,South Region,South Atlantic Division,13533,7447,5765,321,Rep
2847,51057,VA,"Essex County, Virginia",7204,87,7591,87,7505,89,7608,205,7653,104,1.193251954,1.13310758,1.171977877,0,1.340724507,1.171977877,1% - 5%,0.967812384,Less than 1%,11151,2534,8617,Rural,7903,16.7,11130,1.5,9130,6.2,4447,47527,"$35,000 - $50,000",13.4,5371,27.8,Sales and office,11130,6095,54.8,5035,45.2,More than 25%,28,0.3,4555,40.9,88,0.8,23,0.2,0,0,19,0.2,322,2.9,8801,4149,47.1,4652,52.9,South Region,South Atlantic Division,5354,2657,2541,156,Rep
2848,51059,VA,"Fairfax County, Virginia",682305,14936,738008,14936,710664,37230,747642,17468,759968,11628,2.142157446,1.983680061,4.977978163,0,1.507006257,1.983680061,1% - 5%,2.122164385,1% - 5%,1081699,1066647,15079,Urban,768784,60.3,1132887,30.3,891112,4.7,393358,114329,"More than $75,000",6,606244,56.3,"Management, business, science, and arts",1132887,592735,52.3,540152,47.7,More than 25%,181940,16.1,103934,9.2,1345,0.1,209007,18.4,567,0.1,3512,0.3,39847,3.5,715977,350752,49,365225,51,South Region,South Atlantic Division,542858,157837,354485,30536,Dem
2849,51061,VA,"Fauquier County, Virginia",44306,683,47228,683,47266,970,49248,1859,50887,840,1.518148881,1.425559892,2.010946181,0,1.623910144,1.518148881,1% - 5%,1.31571302,1% - 5%,65203,27714,37489,Rural,46507,33.5,68025,6.3,53734,4,23890,91221,"More than $75,000",6,35062,41.8,"Management, business, science, and arts",68025,55271,81.3,12754,18.7,10% - 25%,4883,7.2,5133,7.5,172,0.3,916,1.3,2,0,52,0.1,1596,2.3,49553,24187,48.8,25366,51.2,South Region,South Atlantic Division,37124,22110,12960,2054,Rep
2850,51063,VA,"Floyd County, Virginia",10137,112,10478,112,10425,150,10912,125,10915,255,1.09278954,1.057601511,1.418439716,0,2.282900627,1.09278954,1% - 5%,1.170346279,1% - 5%,15279,0,15279,Rural,11413,17.7,15587,2.1,12771,6.9,6303,47288,"$35,000 - $50,000",11.8,7126,28.3,"Management, business, science, and arts",15587,14608,93.7,979,6.3,5% - 9.9%,423,2.7,346,2.2,69,0.4,0,0,0,0,0,0,141,0.9,12256,6051,49.4,6205,50.6,South Region,South Atlantic Division,7972,5289,2300,383,Rep
2851,51065,VA,"Fluvanna County, Virginia",16752,313,17453,313,16880,763,17882,474,18543,302,1.834163493,1.761792187,4.324661339,0,1.602547095,1.761792187,1% - 5%,1.904632823,1% - 5%,25691,9528,16163,Rural,18500,31,26046,2.8,21145,5.3,9829,66425,"$50,001 - $75,000",6.9,11901,43.4,"Management, business, science, and arts",26046,20503,78.7,5543,21.3,10% - 25%,858,3.3,3603,13.8,15,0.1,180,0.7,0,0,29,0.1,858,3.3,20200,8795,43.5,11405,56.5,South Region,South Atlantic Division,13492,7018,5751,723,Rep
2852,51067,VA,"Franklin County, Virginia",34346,326,35825,326,35286,537,36659,356,36256,1113,0.940239963,0.901773118,1.499036932,0,2.97840456,0.940239963,Less than 1%,1.263890915,1% - 5%,56159,6048,50111,Rural,40412,20.6,56230,2.2,46511,6.4,22976,48720,"$35,000 - $50,000",14.6,25232,31.1,"Management, business, science, and arts",56230,48962,87.1,7268,12.9,10% - 25%,1512,2.7,4621,8.2,85,0.2,124,0.2,0,0,293,0.5,633,1.1,44453,21723,48.9,22730,51.1,South Region,South Atlantic Division,26805,18560,7254,991,Rep
2853,51069,VA,"Frederick County, Virginia",47976,1079,51882,1079,52905,1408,56285,2168,59177,1151,2.199571909,2.037348237,2.592381198,0,1.907903461,2.037348237,1% - 5%,1.747440961,1% - 5%,78305,43246,35059,Urban,56274,28.8,82321,6,65211,5.1,29914,68929,"$50,001 - $75,000",5.9,42073,38.3,"Management, business, science, and arts",82321,69922,84.9,12399,15.1,10% - 25%,6123,7.4,3322,4,231,0.3,1191,1.4,51,0.1,83,0.1,1398,1.7,60243,29607,49.1,30636,50.9,South Region,South Atlantic Division,40133,26069,11920,2144,Rep
2854,51071,VA,"Giles County, Virginia",11223,138,11522,138,11227,184,11400,386,11427,187,1.214681806,1.183533448,1.612479187,0,1.61012571,1.214681806,1% - 5%,1.12416403,1% - 5%,17286,5828,11458,Rural,12051,15.9,16871,0.8,13630,4.7,7290,47675,"$35,000 - $50,000",11.8,7527,26.1,"Management, business, science, and arts",16871,16056,95.2,815,4.8,Less than 5%,255,1.5,421,2.5,28,0.2,59,0.3,8,0,2,0,42,0.2,13265,6480,48.9,6785,51.1,South Region,South Atlantic Division,8196,5930,1949,317,Rep
2855,51073,VA,"Gloucester County, Virginia",25141,379,26293,379,25886,489,26819,834,27523,339,1.485109718,1.420965807,1.854028436,0,1.216710932,1.420965807,1% - 5%,1.195362979,1% - 5%,36858,13038,23820,Rural,26385,22.6,37021,2.2,30489,4.2,14511,62878,"$50,001 - $75,000",7.6,17720,29.5,"Management, business, science, and arts",37021,31540,85.2,5481,14.8,10% - 25%,1159,3.1,2926,7.9,63,0.2,211,0.6,0,0,34,0.1,1088,2.9,29151,14284,49,14867,51,South Region,South Atlantic Division,19524,13087,5399,1038,Rep
2856,51075,VA,"Goochland County, Virginia",15403,120,16107,120,16134,275,17263,212,18211,163,0.773046447,0.739508227,1.675909562,0,0.887123109,0.773046447,Less than 1%,0.815117469,Less than 1%,21717,653,21064,Rural,16290,36.1,21979,3.5,18227,5.1,8177,82326,"More than $75,000",5,10278,44.6,"Management, business, science, and arts",21979,17027,77.5,4952,22.5,10% - 25%,540,2.5,3726,17,26,0.1,228,1,0,0,45,0.2,387,1.8,17527,8555,48.8,8972,51.2,South Region,South Atlantic Division,13930,8374,4884,672,Rep
2857,51077,VA,"Grayson County, Virginia",10337,139,10606,139,10435,109,10695,69,10312,466,1.326842306,1.293624942,1.033763278,0,4.323622193,1.293624942,1% - 5%,1.595570544,1% - 5%,15533,19,15514,Rural,11446,10.7,15180,1.8,12818,7.1,6710,31002,"Less than $35,000",19.8,6240,25.7,"Production, transportation, and material moving",15180,14192,93.5,988,6.5,5% - 9.9%,444,2.9,345,2.3,7,0,22,0.1,0,0,0,0,170,1.1,12295,6008,48.9,6287,51.1,South Region,South Atlantic Division,7258,5593,1407,258,Rep
2858,51079,VA,"Greene County, Virginia",11369,225,12383,225,12322,218,13133,236,13272,333,1.940658962,1.784581218,1.738437002,0,2.447629548,1.784581218,1% - 5%,1.582261346,1% - 5%,18403,8973,9430,Rural,13147,24.4,19085,4.5,15007,7.8,7107,61615,"$50,001 - $75,000",11,8966,36,"Management, business, science, and arts",19085,16120,84.5,2965,15.5,10% - 25%,986,5.2,1159,6.1,0,0,273,1.4,38,0.2,0,0,509,2.7,13934,6756,48.5,7178,51.5,South Region,South Atlantic Division,9503,5943,2923,637,Rep
2859,51081,VA,"Greensville County, Virginia",6694,69,6821,69,6626,76,6706,35,6368,291,1.020257282,1.001451379,1.133989854,0,4.370025529,1.020257282,1% - 5%,1.505144809,1% - 5%,12243,1590,10653,Rural,8660,8.5,11698,2.5,9984,6.6,3705,40559,"$35,000 - $50,000",17.8,4121,25.3,Sales and office,11698,4371,37.4,7327,62.6,More than 25%,451,3.9,6726,57.5,17,0.1,19,0.2,0,0,0,0,114,1,9561,6091,63.7,3470,36.3,South Region,South Atlantic Division,4363,1737,2558,68,Dem
2860,51083,VA,"Halifax County, Virginia",23348,218,24025,218,23537,380,24272,415,23952,536,0.925061529,0.899228643,1.58882803,0,2.188827181,0.925061529,Less than 1%,1.120389077,1% - 5%,36241,8306,27935,Rural,25226,15.8,35305,1.5,28812,5.4,14264,37001,"$35,000 - $50,000",18.8,14540,25.9,"Management, business, science, and arts",35305,21142,59.9,14163,40.1,More than 25%,676,1.9,12905,36.6,85,0.2,244,0.7,8,0,0,0,245,0.7,27633,12938,46.8,14695,53.2,South Region,South Atlantic Division,16946,9698,6890,358,Rep
2861,51085,VA,"Hanover County, Virginia",67977,665,71831,665,72138,1181,77381,462,78694,1635,0.968794616,0.917291989,1.610769378,0,2.035379502,0.968794616,Less than 1%,1.106447097,1% - 5%,99863,60831,39032,Urban,69493,36.7,102199,3.5,81816,3.8,37724,81170,"More than $75,000",6.2,53428,43.4,"Management, business, science, and arts",102199,86555,84.7,15644,15.3,10% - 25%,2710,2.7,9207,9,149,0.1,1392,1.4,22,0,120,0.1,2044,2,77432,37262,48.1,40170,51.9,South Region,South Atlantic Division,62313,39592,19360,3361,Rep
2862,51087,VA,"Henrico County, Virginia",196468,1521,211811,1521,207094,6523,222062,1706,224720,7246,0.768224497,0.712973206,3.053595922,0,3.123733651,0.768224497,Less than 1%,1.531705455,1% - 5%,306935,293832,13103,Urban,220192,40.8,321921,11.9,255317,6.3,125478,63699,"$50,001 - $75,000",10.6,167237,43.8,"Management, business, science, and arts",321921,176826,54.9,145095,45.1,More than 25%,16853,5.2,94062,29.2,636,0.2,24502,7.6,161,0.1,562,0.2,8319,2.6,228789,104257,45.6,124532,54.4,South Region,South Atlantic Division,161966,59674,93615,8677,Dem
2863,51089,VA,"Henry County, Virginia",35902,445,36225,445,35260,672,35635,501,35164,973,1.224310122,1.213526043,1.870199265,0,2.692531201,1.224310122,1% - 5%,1.400113326,1% - 5%,54151,21270,32881,Rural,37910,11.6,52209,2.8,42868,9.4,22136,34992,"Less than $35,000",19,20623,26.7,Sales and office,52209,36778,70.4,15431,29.6,More than 25%,2721,5.2,11563,22.1,25,0,297,0.6,0,0,130,0.2,695,1.3,40845,19260,47.2,21585,52.8,South Region,South Atlantic Division,24029,15207,8199,623,Rep
2864,51091,VA,"Highland County, Virginia",1789,11,1778,11,1745,10,1796,8,1778,15,0.611111111,0.614868642,0.56980057,0,0.836586726,0.611111111,Less than 1%,0.52647341,Less than 1%,2321,0,2321,Rural,1847,22.4,2230,0.3,1951,1.3,1121,44877,"$35,000 - $50,000",12.6,982,29.4,Sales and office,2230,2220,99.6,10,0.4,Less than 5%,0,0,0,0,4,0.2,0,0,0,0,0,0,6,0.3,1921,930,48.4,991,51.6,South Region,South Atlantic Division,1391,958,371,62,Rep
2865,51093,VA,"Isle of Wight County, Virginia",25804,332,27187,332,26726,641,27745,881,28548,419,1.270278543,1.206439187,2.342237001,0,1.446473573,1.270278543,1% - 5%,1.253085661,1% - 5%,35270,15030,20240,Rural,25624,27.4,36027,2,29302,8.1,13902,66835,"$50,001 - $75,000",10.9,17227,38.4,"Management, business, science, and arts",36027,25532,70.9,10495,29.1,More than 25%,945,2.6,8049,22.3,39,0.1,318,0.9,13,0,0,0,1131,3.1,28079,13524,48.2,14555,51.8,South Region,South Atlantic Division,20481,11971,7673,837,Rep
2866,51095,VA,"James City County, Virginia",49157,833,53263,833,53086,1482,56508,1419,58093,1402,1.666333267,1.539855072,2.715877437,0,2.356500546,1.666333267,1% - 5%,1.655713265,1% - 5%,67009,56387,10622,Urban,51936,47.8,71900,6.7,58999,4.9,28352,80226,"More than $75,000",7.9,32160,45.3,"Management, business, science, and arts",71900,54904,76.4,16996,23.6,10% - 25%,3802,5.3,9352,13,194,0.3,1933,2.7,7,0,72,0.1,1636,2.3,55352,26574,48,28778,52,South Region,South Atlantic Division,42737,21284,19091,2362,Rep
2867,51097,VA,"King and Queen County, Virginia",4831,59,4986,59,4805,113,4938,118,5026,61,1.206543967,1.169474727,2.297681985,0,1.19913505,1.19913505,1% - 5%,1.174567146,1% - 5%,6945,0,6945,Rural,5301,19.2,7140,2.7,5901,6,2807,48852,"$35,000 - $50,000",14.2,3183,27.4,"Management, business, science, and arts",7140,4714,66,2426,34,More than 25%,221,3.1,1891,26.5,46,0.6,11,0.2,0,0,0,0,257,3.6,5646,2766,49,2880,51,South Region,South Atlantic Division,3615,2059,1451,105,Rep
2868,51099,VA,"King George County, Virginia",13930,214,15250,214,15287,351,16330,629,17002,278,1.51300905,1.383859286,2.244532549,0,1.608796296,1.51300905,1% - 5%,1.350039436,1% - 5%,23584,6323,17261,Rural,16483,34.5,25260,2.5,19441,6.5,8669,84342,"More than $75,000",5.6,12354,42.4,"Management, business, science, and arts",25260,18643,73.8,6617,26.2,More than 25%,1122,4.4,4224,16.7,62,0.2,302,1.2,13,0.1,8,0,886,3.5,18473,9182,49.7,9291,50.3,South Region,South Atlantic Division,11967,7338,4002,627,Rep
2869,51101,VA,"King William County, Virginia",10779,83,11227,83,11184,125,11744,257,12281,82,0.764131836,0.733863837,1.105314351,0,0.663269433,0.733863837,Less than 1%,0.653315891,Less than 1%,15935,2675,13260,Rural,11247,18.6,16156,1.9,12773,3.9,6066,64297,"$50,001 - $75,000",12.1,8045,33.7,"Management, business, science, and arts",16156,12320,76.3,3836,23.7,10% - 25%,125,0.8,2993,18.5,215,1.3,133,0.8,0,0,35,0.2,335,2.1,12242,5909,48.3,6333,51.7,South Region,South Atlantic Division,9088,5963,2752,373,Rep
2870,51103,VA,"Lancaster County, Virginia",8677,102,8840,102,8628,126,8641,226,8629,100,1.161863538,1.140684411,1.439342015,0,1.145606599,1.145606599,1% - 5%,0.977499312,Less than 1%,11391,0,11391,Rural,8694,29.7,11055,2,9536,5.4,5097,50118,"$50,001 - $75,000",10,4511,29.4,"Management, business, science, and arts",11055,7593,68.7,3462,31.3,More than 25%,186,1.7,3119,28.2,0,0,40,0.4,0,0,0,0,117,1.1,9260,4279,46.2,4981,53.8,South Region,South Atlantic Division,6599,3520,2862,217,Rep
2871,51105,VA,"Lee County, Virginia",16147,115,16559,115,15418,559,15845,90,15040,916,0.70717009,0.689696534,3.498779496,0,5.740787165,0.70717009,Less than 1%,2.127286657,1% - 5%,25587,112,25475,Rural,18465,11.6,24911,1.3,20789,12.3,9282,31577,"Less than $35,000",26.1,7871,29.1,"Management, business, science, and arts",24911,23153,92.9,1758,7.1,5% - 9.9%,448,1.8,1027,4.1,83,0.3,38,0.2,0,0,22,0.1,140,0.6,19965,10413,52.2,9552,47.8,South Region,South Atlantic Division,9353,7542,1627,184,Rep
2872,51107,VA,"Loudoun County, Virginia",186812,4186,210451,4186,215257,6757,239491,7268,255838,4742,2.191645986,1.950269525,3.043501761,0,1.81978663,1.950269525,1% - 5%,1.80104078,1% - 5%,312311,272957,39354,Urban,230834,58.8,362435,23.4,266596,3.9,117073,125672,"More than $75,000",4,194071,56.5,"Management, business, science, and arts",362435,212241,58.6,150194,41.4,More than 25%,48207,13.3,25634,7.1,715,0.2,60009,16.6,251,0.1,2259,0.6,13119,3.6,222349,109342,49.2,113007,50.8,South Region,South Atlantic Division,180265,69633,99909,10723,Dem
2873,51109,VA,"Louisa County, Virginia",20717,205,21944,205,22046,330,23561,510,24797,493,0.979829844,0.925549686,1.474794423,0,1.94938711,0.979829844,Less than 1%,1.065912213,1% - 5%,33153,0,33153,Rural,24702,21.9,34350,3.2,27888,8.1,13146,54662,"$50,001 - $75,000",12,15886,34.5,"Management, business, science, and arts",34350,26605,77.5,7745,22.5,10% - 25%,876,2.6,5387,15.7,123,0.4,193,0.6,0,0,201,0.6,965,2.8,26749,13095,49,13654,51,South Region,South Atlantic Division,17507,10507,6208,792,Rep
2874,51111,VA,"Lunenburg County, Virginia",7968,127,8045,127,7853,141,7939,66,7861,262,1.568869673,1.554087127,1.763822867,0,3.225409332,1.568869673,1% - 5%,1.6224378,1% - 5%,12914,0,12914,Rural,9102,11.8,12450,4.1,10300,6.2,4670,39911,"$35,000 - $50,000",20.6,4517,24.9,"Management, business, science, and arts",12450,7454,59.9,4996,40.1,More than 25%,525,4.2,3907,31.4,18,0.1,327,2.6,0,0,14,0.1,205,1.6,9860,5276,53.5,4584,46.5,South Region,South Atlantic Division,5577,3206,2226,145,Rep
2875,51113,VA,"Madison County, Virginia",8718,152,9067,152,8837,255,9155,184,9314,192,1.713641488,1.648768847,2.80466344,0,2.019776983,1.713641488,1% - 5%,1.637370152,1% - 5%,13308,0,13308,Rural,9304,25.6,13122,1.8,10647,5.3,5042,48271,"$35,000 - $50,000",11.7,5976,33.7,"Management, business, science, and arts",13122,11181,85.2,1941,14.8,10% - 25%,291,2.2,934,7.1,0,0,106,0.8,0,0,8,0.1,602,4.6,10215,4933,48.3,5282,51.7,South Region,South Atlantic Division,6934,4418,2202,314,Rep
2876,51115,VA,"Mathews County, Virginia",6900,62,7030,62,6912,115,7105,27,6977,230,0.890548693,0.874224478,1.636544756,0,3.191341751,0.890548693,Less than 1%,1.318531936,1% - 5%,8978,0,8978,Rural,6779,26.6,8848,1.3,7639,2,3837,64049,"$50,001 - $75,000",9.6,4077,34.8,"Management, business, science, and arts",8848,7610,86,1238,14,10% - 25%,89,1,869,9.8,47,0.5,47,0.5,4,0,0,0,182,2.1,7360,3532,48,3828,52,South Region,South Atlantic Division,5292,3515,1563,214,Rep
2877,51117,VA,"Mecklenburg County, Virginia",21333,225,22216,225,21732,381,22187,305,21585,1038,1.043696076,1.002629116,1.72296839,0,4.588250895,1.043696076,1% - 5%,1.671508895,1% - 5%,32727,7262,25465,Rural,22993,17.1,31209,1.6,25903,6.1,12066,40040,"$35,000 - $50,000",17.8,12547,32.5,"Management, business, science, and arts",31209,18749,60.1,12460,39.9,More than 25%,818,2.6,11065,35.5,47,0.2,44,0.1,6,0,21,0.1,459,1.5,24978,11909,47.7,13069,52.3,South Region,South Atlantic Division,15177,8283,6571,323,Rep
2878,51119,VA,"Middlesex County, Virginia",7650,200,7916,200,7775,118,7898,175,7971,128,2.547770701,2.464268112,1.494995566,0,1.58044203,1.58044203,1% - 5%,1.617495282,1% - 5%,10959,0,10959,Rural,8292,23.4,10728,1.2,9305,5.3,4474,53093,"$50,001 - $75,000",10.9,4384,30.8,"Management, business, science, and arts",10728,8329,77.6,2399,22.4,10% - 25%,63,0.6,2110,19.7,25,0.2,0,0,13,0.1,25,0.2,163,1.5,9030,4423,49,4607,51,South Region,South Atlantic Division,5994,3668,2107,219,Rep
2879,51121,VA,"Montgomery County, Virginia",55058,1496,61940,1496,58926,4633,61714,3206,62940,2000,2.645259398,2.358282363,7.289290266,0,3.079765938,2.645259398,1% - 5%,3.074519593,1% - 5%,94392,70864,23528,Urban,53800,46,97227,8.5,83469,4.6,35701,49712,"$35,000 - $50,000",24,46610,45.4,"Management, business, science, and arts",97227,81878,84.2,15349,15.8,10% - 25%,2936,3,4014,4.1,207,0.2,6032,6.2,36,0,409,0.4,1715,1.8,76219,39308,51.6,36911,48.4,South Region,South Atlantic Division,42695,19455,20015,3225,Dem
2880,51125,VA,"Nelson County, Virginia",10593,168,10983,168,10799,117,11236,76,11125,464,1.561193198,1.506591337,1.07182118,0,4.003796704,1.506591337,1% - 5%,1.628680484,1% - 5%,15020,0,15020,Rural,10854,30.1,14831,3.3,12283,3.8,6378,50994,"$50,001 - $75,000",14.6,6778,33.1,"Management, business, science, and arts",14831,12123,81.7,2708,18.3,10% - 25%,544,3.7,1929,13,37,0.2,49,0.3,0,0,6,0,143,1,11655,5526,47.4,6129,52.6,South Region,South Atlantic Division,8247,4150,3677,420,Rep
